Era,Name,Notes,Length,Release Date,Type,Streaming,Link(s)
The Intangibles,"Interlude 3 - Live
(prod. Alex Colletti)",Track 8 on Ms. Lauryn Hill's live album MTV Unplugged No. 2.0.,3:19,"May 7, 2002",Album Track,Yes,https://tidal.com/track/33724063/u
The Intangibles,"I Find It Hard to Say (Rebel) - Live
(prod. Alex Colletti)
(Rebel/I Find It Hard To Say)",Track 9 on Ms. Lauryn Hill's live album MTV Unplugged No. 2.0.,6:50,"May 7, 2002",Album Track,Yes,https://tidal.com/track/33724064/u
The Intangibles,"Just Like Water - Live
(prod. Alex Colletti)
(Water)",Track 10 on Ms. Lauryn Hill's live album MTV Unplugged No. 2.0.,6:09,"May 7, 2002",Album Track,Yes,https://tidal.com/track/33724065/u
The Intangibles,"Interlude 4 - Live
(prod. Alex Colletti)",Track 11 on Ms. Lauryn Hill's live album MTV Unplugged No. 2.0.,1:41,"May 7, 2002",Album Track,Yes,https://tidal.com/track/33724066/u
The Intangibles,"Just Want You Around - Live
(prod. Alex Colletti)",Track 12 on Ms. Lauryn Hill's live album MTV Unplugged No. 2.0.,4:37,"May 7, 2002",Album Track,Yes,https://tidal.com/track/33724067/u
The Intangibles,"🌟 I Gotta Find Peace of Mind - Live
(prod. Alex Colletti)",Track 13 on Ms. Lauryn Hill's live album MTV Unplugged No. 2.0.,9:19,"May 7, 2002",Album Track,Yes,https://tidal.com/track/33724068/u
The Intangibles,"Interlude 5 - Live
(prod. Alex Colletti)",Track 14 on Ms. Lauryn Hill's live album MTV Unplugged No. 2.0.,12:12,"May 7, 2002",Album Track,Yes,https://tidal.com/track/33724069/u
The Intangibles,"🌟 Mystery of Iniquity - Live
(prod. Alex Colletti)",Track 15 on Ms. Lauryn Hill's live album MTV Unplugged No. 2.0.,5:11,"May 7, 2002",Album Track,Yes,https://tidal.com/track/33724070/u
The Intangibles,"Interlude 6 - Live
(prod. Alex Colletti)",Track 16 on Ms. Lauryn Hill's live album MTV Unplugged No. 2.0.,1:43,"May 7, 2002",Album Track,Yes,https://tidal.com/track/33724071/u
The Intangibles,"🌟 I Get Out - Live
(prod. Alex Colletti)",Track 17 on Ms. Lauryn Hill's live album MTV Unplugged No. 2.0.,5:17,"May 7, 2002",Album Track,Yes,https://tidal.com/track/33724072/u
The Intangibles,"Interlude 7 - Live
(prod. Alex Colletti)",Track 18 on Ms. Lauryn Hill's live album MTV Unplugged No. 2.0.,0:21,"May 7, 2002",Album Track,Yes,https://tidal.com/track/33724073/u
The Intangibles,"I Remember - Live
(prod. Alex Colletti)",Track 19 on Ms. Lauryn Hill's live album MTV Unplugged No. 2.0.,3:47,"May 7, 2002",Album Track,Yes,https://tidal.com/track/33724074/u
The Intangibles,"🌟 So Much Things to Say - Live
(prod. Alex Colletti)",Track 20 on Ms. Lauryn Hill's live album MTV Unplugged No. 2.0. Cover of the song by Bob Marley.,6:00,"May 7, 2002",Album Track,Yes,https://tidal.com/track/33724075/u
The Intangibles,"The Conquering Lion - Live
(prod. Alex Colletti)",Track 21 on Ms. Lauryn Hill's live album MTV Unplugged No. 2.0. Cover of the song by Bob Marley.,3:19,"May 7, 2002",Album Track,Yes,https://tidal.com/track/33724076/u
The Intangibles,"Outro - Live
(prod. Alex Colletti)",Track 22 on Ms. Lauryn Hill's live album MTV Unplugged No. 2.0.,2:57,"May 7, 2002",Album Track,Yes,https://tidal.com/track/33724077/u
The Intangibles,"Little Drummer Boy
(with Rosie O'Donnell & Ms. Lauryn Hill) (prod. Ms. Lauryn Hill)",Track 10 on comedian Rosie O'Donnell's Christmas album A Rosie Christmas.,5:30,"Oct 25, 1999",Other,Yes,https://tidal.com/track/34030664/u
The Intangibles,"🌟 Selah
(prod. Ms. Lauryn Hill)",Track 12 on the soundtrack for the 2002 movie Divine Secrets of the Ya-Ya Sisterhood.,5:54,"May 28, 2002",Production,Yes,https://tidal.com/track/2008/u
The Intangibles,🌟 Social Drugs,A single released by Ms. Hill on her website as a purchasable music video. Only version currently available is a watermarked Youtube screenrip.,7:45,"Jan 1, 2004",Single,No,"https://pillows.su/f/dc7c7c09f498558bbff4b6dc6fd635ad
https://pillows.su/f/610c14e8f1a2aaecb6a247f8b653fb50"
The Intangibles,The Passion,Track 6 on the soundtrack for the 2004 film The Passion of the Christ.,5:46,"Aug 31, 2004",Other,Yes,https://tidal.com/track/31849179/u
The Intangibles,"🌟 Lose Myself
(prod. Ms. Lauryn Hill)",Track 4 on the soundtrack for the 2007 movie Surf's Up.,4:35,"Jun 5, 2007",Other,Yes,https://tidal.com/track/33733100/u
The Intangibles,"Aretha Franklin - A Rose Is Still a Rose
(feat. Ms. Lauryn Hill) (prod. Ms. Lauryn Hill)","Released as a single by Aretha Franklin. Also track 1 on Aretha Franklin's album A Rose Is Still a Rose. Interpolates ""What I Am"" by Edie Brickell and the New Bohemians.",4:27,"Feb 10, 1998",Feature,Yes,https://tidal.com/track/517442/u
The Intangibles,"Curtis Mayfield - Here But I'm Gone (Part II)
(feat. Ms. Lauryn Hill) (prod. Organized Noize & Ms. Lauryn Hill)",Track 4 on the soundtrack for the 1999 film adaption of The Mod Squad.,5:05,"Mar 23, 1999",Feature,No,https://pillows.su/f/a63a74d58ad349b0d6937c331e5681ca
The Intangibles,"Santana - Do You Like the Way
(feat. Ms. Lauryn Hill & Cee-Lo Green) (prod. Ms. Lauryn Hill)",Track 6 from Santana's eighteenth studio album Supernatural.,5:54,"Jun 11, 1999",Feature,Yes,https://tidal.com/track/23181620/u
The Intangibles,"🌟 Mary J. Blige - All That I Can Say
(feat. Ms. Lauryn Hill) (prod. Ms. Lauryn Hill)",Track 1 on Mary J. Blige's fourth studio album Mary. Released initially as the album's lead single.,5:30,"Jun 30, 1999",Feature,Yes,https://tidal.com/track/36267369/u
The Intangibles,"Mary J. Blige - All That I Can Say (Radio edit)
(feat. Ms. Lauryn Hill) (prod. Ms. Lauryn Hill)",Radio version that cuts the track down by almost two minutes.,3:40,"Jun 30, 1999",Feature,No,https://pillows.su/f/3e594e5c5cba73424915b0add061de0a
The Intangibles,"Bob Marley & The Wailers - Turn Your Lights Down Low
(feat. Ms. Lauryn Hill) (prod. The Marley Boyz)",Remix of the Bob Marley track released on the compilation album Chant Down Babylon. Initially released as a single.,4:04,"Oct 12, 1999",Feature,Yes,https://tidal.com/track/2528972/u
The Intangibles,"Kool & The Gang - Summer (Francesco Diaz Summer Club Mix)
(feat. Ms. Lauryn Hill) (prod. Ronald Bell, Francesco Diaz & Stefan Fornaro)
(Summer Madness)",Single released with several remixes.,7:47,"Sept 19, 2001",Feature,Yes,https://tidal.com/track/16604621/u
The Intangibles,"Kool & The Gang - Summer (Funk Metazz Club Mix)
(feat. Ms. Lauryn Hill) (prod. Peter Ries)
(Summer Madness)",Single released with several remixes.,6:23,"Sept 19, 2001",Feature,Yes,https://tidal.com/track/16604622/u
The Intangibles,"Kool & The Gang - Summer (B2B Mix)
(feat. Ms. Lauryn Hill) prod. Ronald Bell & B2B)
(Summer Madness)",Single released with several remixes.,7:18,"Sept 19, 2001",Feature,Yes,https://tidal.com/track/16604623/u
The Intangibles,"Kool & The Gang - Summer (Oceanside Extended Version)
(feat. Ms. Lauryn Hill & Da Michi) (prod. Peter Ries)
(Summer Madness)",Single released with several remixes. Features rapped verses by Da Michi.,5:58,"Sept 19, 2001",Feature,Yes,https://tidal.com/track/16604624/u
The Intangibles,"🌟 John Legend - So High (Cloud 9 Remix)
(feat. Ms. Lauryn Hill) (prod. Jerry Duplessis, John Legend & Wyclef Jean)",Track 15 from John Legend's debut studio album Get Lifted.,5:07,"Dec 28, 2004",Feature,Yes,https://tidal.com/track/103436459/u
The Intangibles,"Joss Stone - Music
(feat. Ms. Lauryn Hill) (prod. Jake & the Phatman & Raphael Saadiq)",Track 7 from Joss Stone's album Introducing Joss Stone.,3:41,"Mar 9, 2007",Feature,Yes,https://tidal.com/track/141558/u
The Intangibles,"Wyclef Jean - Been Away Too Long
(feat. Ms. Lauryn Hill)
(Wanna Be)","Track 14 on Wyclef Jean's Coming to America mixtape. Has a different Wyclef verse compared to the later release, and lacks Ms. Hill's verse. A cover of ""I Wanna Be Where You Are"" by The Jackson 5.",3:00,"Jun 20, 2007",Feature,No,https://pillows.su/f/dfe6f6b9d0622f666829152c7524064d
The Intangibles,"Wyclef Jean - If You Wanna
(feat. Ms. Lauryn Hill)","Track 16 on Wyclef Jean's Coming to America mixtape. Wyclef reuses most of his lines from ""Foxy"", while Lauryn's is the same take from ""Wanna Be"" but with less effects.",2:29,"Jun 20, 2007",Feature,No,https://pillows.su/f/e41354add49ab0cf41bec0c315e4d485
The Intangibles,"Fugees - Endless Flight
(Endless Fight, The Ish)",Track 32 on Wyclef Jean's Coming to America mixtape. Explicitly referred to as a Fugees track unlike the other tracks featuring Ms. Hill.,3:20,"Jun 20, 2007",Feature,No,https://pillows.su/f/9445112f23568648204c5b843fc88af8
The Intangibles,"Andrea Martin - The Best Of You (L-Boogie Mix)
(feat. Ms. Lauryn Hill) (prod. Ms. Lauryn Hill)",Track 12 from Andrea Martin's debut album The Best Of Me.,3:52,"Oct 12, 1998",Feature,Yes,https://tidal.com/track/523817/u
The Intangibles,"Whitney Houston - I Was Made To Love Him
(prod. Ms. Lauryn Hill)","Track 13 from Whitney Houston's fourth studio album My Love Is Your Love. Cover of Stevie Wonder's ""I Was Made to Love Her"". Features uncredited background vocals by Ms. Hill.",4:26,"Nov 17, 1998",Production,Yes,https://tidal.com/track/517442/u
The Intangibles,"Lil' Kim - Lighters Up
(prod. Scott Storch)","Released as the debut single for Lil' Kim's fourth studio album The Naked Truth. Was planned to feature Ms. Hill, but she wasn't included due to label disagreements.",,"Aug 30, 2005",Other,Yes,https://tidal.com/track/243208487/u
"22 Album Track(s)
1 Single(s)
11 Feature(s)
2 Production
4 Other","The Contract
(Collaboration with Wyclef Jean & Pras as Fugees)
(The Score Part II – The Contract, Reconcilliation)","(02/13/1996) (The Score officially releases)
(09/18/2004) (The Fugees perform at Dave Chappelle's Block Party concert)
(??/??/2007) (The Fugees officially disband after disagreements)",,,Other,,
The Contract,"Ready or Not (Clark Kent/Django Remix)
(prod. Fugees, Jerry Duplessis & Clark Kent)","Track 1 on the Fugees' remix EP Bootleg Versions. Samples ""Django"" by The Modern Jazz Quartet. Features new verses from all three Fugees.",5:17,"Nov 26, 1996",Album Track,Yes,https://tidal.com/track/1830883/u
The Contract,"Nappy Heads (Mad Spider Mix)
(prod. Fugees) (feat. Mad Spida)","Track 2 on the Fugees' remix EP Bootleg Versions. Mad Spida raps over the original beat, with all original vocals removed.",4:27,"Nov 26, 1996",Album Track,Yes,https://tidal.com/track/1831124/u
The Contract,"🌟 Don't Cry Dry Your Eyes
(prod. Fugees & Jerry Duplessis)",Track 3 on the Fugees' remix EP Bootleg Versions.,4:15,"Nov 26, 1996",Album Track,Yes,https://tidal.com/track/1830884/u
The Contract,"🌟 Vocab (Salaam's Remix)
(prod. Salaam Remi)",Track 4 on the Fugees' remix EP Bootleg Versions. Features new verses from all three Fugees.,7:01,"Nov 26, 1996",Album Track,Yes,https://tidal.com/track/1831023/u
The Contract,"Ready or Not (Salaam's Ready for the Show Remix)
(prod. Salaam Remi)","Track 5 on the Fugees' remix EP Bootleg Versions. Features the same verses as the Clark Kent remix, and Ms. Hill does a new hook which interpolates ""Here I Come"" by Barrington Levy.",4:41,"Nov 26, 1996",Album Track,Yes,https://tidal.com/track/1831320/u
The Contract,"Killing Me Softly With His Song (Live at the Brixton Academy)
(prod. Phil Nicolo & Fugees)","Track 6 on the Fugees' remix EP Bootleg Versions. Taken from a Fugees performance at the Brixton Academy in London, England on October 18, 1996.",2:41,"Nov 26, 1996",Album Track,Yes,https://tidal.com/track/1831273/u
The Contract,"No Woman, No Cry (Remix w/Steve Marley)
(prod. Fugees, Steve Marley & Jerry Duplessis)",Track 7 on the Fugees' remix EP Bootleg Versions.,5:28,"Nov 26, 1996",Album Track,Yes,https://tidal.com/track/1831321/u
The Contract,Vocab (Refugees Hip Hop Remix),Track 8 on the Fugees' remix EP Bootleg Versions.,4:37,"Nov 26, 1996",Album Track,Yes,https://tidal.com/track/1831228/u
The Contract,"Freestyle
(prod. Ted De Bono)
(How Many Mics)","Freestyle over the beat for ""How Many Mics"" from the Fugees' 1996 session with BBC Radio 1 host John Peele. Released on the ""Ready or Not"" single.",5:03,"Sept 1, 1996",Single,No,https://pillows.su/f/75c325b3ce4859e36e7a3adf07c5bcd3
The Contract,"Blame It on the Sun
(prod. Ted De Bono)","Track made in the Fugee's 1996 session with BBC Radio 1 host John Peele. Remake of the song of the same title by Stevie Wonder. Ms. Hill reuses part of her verse from ""Manifest"". Released on the ""Ready Or Not"" single.",5:41,"Sept 1, 1996",Single,No,https://pillows.su/f/c088fd06a8e7eeb33c9dce5b4a62dc44
The Contract,"Killing Me Softly [V2]
(Killing Them Softly, Killing Me Softly With His Song)","An alternate version of the song included with some single releases of the track, chronicling the story of the Fugees getting signed. Labeled as the LP version, despite not being the version on The Score. Has the ""Killing Them Softly"" hook, but likely isn't the initial version Roberta Flack heard.",5:49,"May 27, 1996",Single,No,https://pillows.su/f/11f6432ba61b625505cf147252be0ce0
The Contract,"🌟 Rumble in the Jungle
(feat. A Tribe Called Quest, Busta Rhymes & John Forté) (prod. Wyclef Jean & Ms. Lauryn Hill)","Track 1 on the soundtrack for the 1996 documentary When We Were Kings. Samples ""The Name of the Game"" by ABBA and a Muhammad Ali interview clip. Interpolates ""Angel of the Morning"" by Chip Taylor.",5:09,"Jan 7, 1997",Single,No,https://pillows.su/f/07efb622ecf361250881f9816a24db01
The Contract,"Just Happy to Be Me
(prod. Wyclef Jean, Pras & Jerry Duplessis)","Track 5 on the Sesame Street album Sesame Street: Elmopalooza! Interpolates ""Can You Tell Me How to Get to Sesame Street?""",2:31,"Mar 3, 1998",Other,Yes,https://tidal.com/track/91651321/u
The Contract,"🌟 Take It Easy 💎
(prod. Wyclef Jean & Jerry Duplessis)",The first new Fugees single released after The Score.,5:56,"Sep 22, 2005",Single,No,https://pillows.su/f/827a05e54f131d31609cc43b571c34e2
The Contract,"Take It Easy (Radio Edit)
(prod. Wyclef Jean & Jerry Duplessis)",Removes the instrumental outro on the main version.,3:21,"Sep 22, 2005",Single,Yes,https://tidal.com/track/25036/u
The Contract,"Cypress Hill - Boom Biddy Bye Bye - Fugees Mix
(feat. Fugees)",Remix bundled with the single release. Also track 6 on Cypress Hill's Unreleased & Revamped EP.,3:33,"May 21, 1996",Feature,Yes,https://tidal.com/track/75221827/u
The Contract,"🌟 Hip-Hopera (""Mr. Punk"")
(with Fugees & Bounty Killer)
(Hip-Hopera)",Track 3 on Bounty Killer's seventh studio album My Xperience. Fugees are listed as the main artist on the streaming release.,4:17,"Sept 17, 1996",Feature,Yes,https://tidal.com/track/38893493/u
The Contract,"Poor Righteous Teachers - Allies
(feat. Fugees) (prod. Culture Freedom)",Track 4 from Poor Righteous Teachers' fourth studio album The New World Order.,4:30,"Oct 1, 1996",Feature,Yes,https://tidal.com/track/55017454/u
The Contract,"Simply Red - Angel
(feat. Fugees) (prod. Simply Red, Fugees & Jerry Duplessis)",Track 14 on Simply Red's compilation album Greatest Hits. The only track on the compilation not previously released. Released as the album's lead single on October 28th 1996.,4:00,"Oct 7, 1996",Feature,No,https://pillows.su/f/c54745dbd1aed7c64bf4b61d8728a7e7
The Contract,"Freestyle/Outro ""We'll Be Right Back"" - Take 6
(with Fugees & DJ Qbert)",Track 28 on the Wake Up Show Freestyles Vol. 2 by Sway & King Tech.,3:36,1996,Feature,No,https://pillows.su/f/da52e76601449b00bbfbf652558d9d1a
The Contract,"Kulcha Don - Bellevue ""Da Bomb""
(feat. Fugees) (prod. Wyclef Jean & Jerry Duplessis)
(Bellvue ""Da Bomb"")","Released as a single. Also track 2 on Kulcha Don's album Original Wucka Man. Samples ""Sunday Bloody Sunday"" by U2 and ""Nightshift"" by The Commodores",3:59,"Jan 21, 1997",Feature,No,https://pillows.su/f/40588d6c6fcbe6993a386a743ae574a6
The Contract,"Hip-Hopera (Radio Edit)
(with Fugees & Bounty Killer)
(Hip-Hopera)",Released as a single. Removes vocals from and shortens the intro. Also fully clean.,4:11,"Feb 11, 1997",Feature,Yes,https://tidal.com/track/9657820/u
The Contract,"Michael Jackson - 2 Bad (Refugee Camp Mix)
(feat. John Forté) (prod. Bob Rosa, Jimmy Jam, Michael Jackson, Pras, Te-Bass, Terry Lewis & Tony Moran)","Track 8 on Michael Jackson's remix EP Blood On The Dance Floor: HIStory In The Mix. Samples ""Action"" by Orange Kush.",3:33,"May 20, 1997",Production,Yes,https://tidal.com/track/546139/u
The Contract,"Wyclef Jean - Dance Like This
(feat. Claudette Ortiz) (prod. Jerry Duplessis & Wyclef Jean)
(Lips Don't Lie, Hips Don't Lie)",Track 1 on the soundtrack for the soundtrack to the 2004 film Dirty Dancing: Havana Nights.,4:09,"Feb 17, 2004",Other,Yes,https://tidal.com/track/51898/u
The Contract,"Shakira - Hips Don't Lie
(prod. Shakira, Wyclef Jean, & Jerry Duplessis)
(Lips Don't Lie, Dance Like This)","Lead single for the 2006 reisssue of Shakira's seventh studio album Oral Fixation, Vol. 2. Also track 3 on the updated tracklist. Rework of Wyclef's 2004 song ""Dance Like This"".",2:31,"Feb 28, 2006",Other,Yes,https://tidal.com/track/91651321/u
"22 Album Track(s)
1 Single(s)
11 Feature(s)
2 Production
4 Other",Letters From Exile,"(06/??/2012) (Ms. Hill pleads guilty to three counts of failing to file taxes)
(08/04/2013) (Ms. Hill is released from prison after a three month sentence)
(??/??/2014) (Letters From Exile is scrapped)",,,Other,,
Letters From Exile,"Neurotic Society (Compulsory Mix) [V1]
(prod. Ms. Lauryn Hill)","Released as a single. Subtitled ""Compulsory Mix"" as it ""was ‘required’ to release immediately, by virtue of the impending legal deadline"", according to Ms. Hill on Tumblr.",4:19,"May 3, 2013",Single,Yes,https://tidal.com/browse/track/22026514?u
Letters From Exile,"Neurotic Society (Compulsory Mix) [V2]
(prod. Ms. Lauryn Hill)",Slightly different mix available on some streaming platforms.,4:19,"Aug 20, 2013",Single,Yes,https://open.spotify.com/track/3DtMaMmJtI1UmG4fK4K6dy?si=c80e814f853845d2
Letters From Exile,"🌟 Consumerism 💎
(prod. Ms. Lauryn Hill)","Released as a single on the eve of Ms. Hill's release from prison. Interpolates ""Instant Hit"" by The Slits.",4:49,"Oct 3, 2013",Single,Yes,https://tidal.com/browse/track/22879372?u
Letters From Exile,🌟 Black Rage (Sketch),"A demo version Ms. Hill had recorded in her living room, released on her Soundcloud following the police murder of Michael Brown. Dedicated to the protesters in Ferguson, Missouri. Rework of the show tune ""My Favorite Things"".",3:46,"Aug 20, 2014",Single,No,https://pillows.su/f/d176441ee60cbbe2e34f83512c9dc77d
"18 Total
16 Album Track
2 Bonus Track",NINA REVISITED... A Tribute to Nina Simone,"(??/??/2015) (The project is conceived)
(07/10/2015) (NINA REVISITED... A Tribute to Nina Simone officially releases)",,,Other,,
NINA REVISITED... A Tribute to Nina Simone,"Feeling Good
(with Ms. Lauryn Hill) (prod. Ms. Lauryn Hill)",Track 2 on NINA REVISITED... A Tribute to Nina Simone. Released as the compilation's lead single.,,"Jun 18, 2015",Album Track,Yes,https://tidal.com/track/47423145/u
NINA REVISITED... A Tribute to Nina Simone,"🌟 I've Got Life (Version)
(with Ms. Lauryn Hill) (prod. Ms. Lauryn Hill)","Track 3 on NINA REVISITED... A Tribute to Nina Simone. Released as a single on June 29th, 2015. Samples Nina Simone's live performance of ""Ain't Got No - I Got Life"" at the Harlem Renaissance Festival on August 17, 1969.",,"Jun 29, 2015",Album Track,Yes,https://tidal.com/track/47423146/u
NINA REVISITED... A Tribute to Nina Simone,"My Mama Could Sing (Intro)
(with Lisa Simone) (prod. Robert Glasper)
(Nobody's Fault But Mine)",Track 1 on NINA REVISITED... A Tribute to Nina Simone.,,"Jul 10, 2015",Album Track,Yes,https://tidal.com/track/47423144/u
NINA REVISITED... A Tribute to Nina Simone,"Ne Me Quitte Pas
(with Ms. Lauryn Hill) (prod. Ms. Lauryn Hill)",Track 4 on NINA REVISITED... A Tribute to Nina Simone.,,"Jul 10, 2015",Album Track,Yes,https://tidal.com/track/47423147/u
NINA REVISITED... A Tribute to Nina Simone,"Baltimore
(with Jazmine Sullivan) (prod. Robert Glasper)",Track 5 on NINA REVISITED... A Tribute to Nina Simone.,,"Jul 10, 2015",Album Track,Yes,https://tidal.com/track/47423148/u
NINA REVISITED... A Tribute to Nina Simone,"Love Me Or Leave Me
(with SAYGRACE) (prod. PRGRSHN & Robert Glasper)",Track 6 on NINA REVISITED... A Tribute to Nina Simone.,,"Jul 10, 2015",Album Track,Yes,https://tidal.com/track/47423149/u
NINA REVISITED... A Tribute to Nina Simone,"My Baby Just Cares For Me
(with USHER) (prod. Natural & Salaam Remi)",Track 7 on NINA REVISITED... A Tribute to Nina Simone.,,"Jul 10, 2015",Album Track,Yes,https://tidal.com/track/47423150/u
NINA REVISITED... A Tribute to Nina Simone,"Don't Let Me Be Misunderstood
(with Mary J. Blige) (prod. Robert Glasper)",Track 8 on NINA REVISITED... A Tribute to Nina Simone.,,"Jul 10, 2015",Album Track,Yes,https://tidal.com/track/47423151/u
NINA REVISITED... A Tribute to Nina Simone,"Sinnerman
(with Gregory Porter) (prod. Robert Glasper)",Track 9 on NINA REVISITED... A Tribute to Nina Simone.,,"Jul 10, 2015",Album Track,Yes,https://tidal.com/track/47423152/u
NINA REVISITED... A Tribute to Nina Simone,"We Are Young Gifted & Black
(with Common & Lalah Hathaway) (prod. Robert Glasper)
(YG&B)",Track 10 on NINA REVISITED... A Tribute to Nina Simone.,,"Jul 10, 2015",Album Track,Yes,https://tidal.com/track/47423153/u
NINA REVISITED... A Tribute to Nina Simone,"I Put A Spell On You
(with Alice Smith) (prod. Robert Glasper)",Track 11 on NINA REVISITED... A Tribute to Nina Simone.,,"Jul 10, 2015",Album Track,Yes,https://tidal.com/track/47423154/u
NINA REVISITED... A Tribute to Nina Simone,"I Want A Little Sugar In My Bowl
(with Lisa Simone) (prod. Robert Glasper)",Track 12 on NINA REVISITED... A Tribute to Nina Simone.,,"Jul 10, 2015",Album Track,Yes,https://tidal.com/track/47423155/u
NINA REVISITED... A Tribute to Nina Simone,"Black Is the Color of My True Love's Hair
(with Ms. Lauryn Hill) (prod. Ms. Lauryn Hill)","Track 13 on NINA REVISITED... A Tribute to Nina Simone. Released as a single on June 23rd, 2015.",,"Jun 23, 2015",Album Track,Yes,https://tidal.com/track/47423156/u
NINA REVISITED... A Tribute to Nina Simone,"Wild Is The Wind
(with Ms. Lauryn Hill) (prod. Ms. Lauryn Hill)",Track 14 on NINA REVISITED... A Tribute to Nina Simone.,,"Jul 10, 2015",Album Track,Yes,https://tidal.com/track/47423157/u
NINA REVISITED... A Tribute to Nina Simone,"African Mailman (Instrumental)
(with Ms. Lauryn Hill) (prod. Ms. Lauryn Hill)",Track 15 on NINA REVISITED... A Tribute to Nina Simone.,,"Jul 10, 2015",Album Track,Yes,https://tidal.com/track/47423158/u
NINA REVISITED... A Tribute to Nina Simone,"I Wish I Knew How It Would Feel to Be Free
(with Nina Simone) (prod. Danny Davis)",Track 16 on NINA REVISITED... A Tribute to Nina Simone.,,"Jul 10, 2015",Album Track,Yes,https://tidal.com/track/47423159/u
NINA REVISITED... A Tribute to Nina Simone,"Stars
(with Lisa Simone) (prod. Robert Glasper)","Track 17 on the deluxe version of NINA REVISITED... A Tribute to Nina Simone, which was only available through the now-defunct Google Play Music. Also released as a single on July 20th.",,"Jul 10, 2015",Other,Yes,https://tidal.com/track/49294060/u
NINA REVISITED... A Tribute to Nina Simone,"Mississippi Goddam
(with Andra Day) (prod. Robert Glasper)","Track 18 on the deluxe version of NINA REVISITED... A Tribute to Nina Simone, which was only available through the now-defunct Google Play Music. Also released as a single on July 20th.",,"Jul 10, 2015",Other,Yes,https://tidal.com/album/49294061/u
"28 Total
2 Single
2 OST Track
11 Feature
1 Album Track
8 Production
4 Other",Ongoing,"(??/??/2014) (Letters From Exile is scrapped)
(Ongoing)",,,Other,,
Ongoing,"A Cradle In Bethlehem
(prod. Ms. Lauryn Hill)",A cover of the Nat King Cole song released by Ms. Hill on her SoundCloud on Christmas in 2015.,3:00,"Dec 25, 2015",Single,No,https://pillows.su/f/41116c389fd66d8cba5909baff7ae30d
Ongoing,"🌟 Rebel/I Find It Hard To Say (Version) 💎
(I Find It Hard To Say)",Updated studio recorded version released as a Tidal exclusive single in 2016.,6:04,"Oct 15, 2016",Single,Yes,https://tidal.com/track/66070786/u
Ongoing,"🌟 Guarding the Gates
(prod. Ms. Lauryn Hill)","Track 7 from Queen & Slim: The Soundtrack, released alongside the movie of the same name.",6:00,"Nov 15, 2019",Other,Yes,https://tidal.com/track/121988632/u
Ongoing,"Young Zee - Stay Gold [V2]
(feat. Ms. Lauryn Hill & Yah Yah)",Track 7 on the 2015 re-issue of Young Zee's album Musical Meltdown. Adds a feature verse from rapper Yah Yah.,5:37,"Apr 28, 2015",Feature,No,https://pillows.su/f/4557b37444bef12a20e83510049b75fb
Ongoing,"Kali Ranks - Perfect Match (Dancehall Remix)
(feat. Ms. Lauryn Hill) (prod. Armada the Producer)
(Perfect Match)",Track 5 from Kali Ranks's album Living Legends.,3:19,"Aug 23, 2019",Feature,Yes,https://tidal.com/track/441309405/u
Ongoing,"Kali Ranks - Perfect Match (Reprise)
(feat. Ms. Lauryn Hill) (prod. Dean Richard Moulton)",Track 9 from Kali Ranks's album Living Legends.,4:50,"Aug 23, 2019",Feature,Yes,https://tidal.com/track/441309409/u
Ongoing,"Kali Ranks - Reprise Poetry
(feat. Ms. Lauryn Hill) (prod. Dean Richard Moulton)
(Perfect Match)",Track 14 from Kali Ranks's album Living Legends.,2:38,"Aug 23, 2019",Feature,Yes,https://tidal.com/track/441309414/u
Ongoing,"Pusha T - Coming Home
(feat. Ms. Lauryn Hill & Louise Clare Marshall) (prod. Ye, Charlie Heat, MIKE DEAN & Richard Adlam)
(Afta U, After You, Reaper)","Released as a single. Samples the song ""After You"" by Roberta Flack. Shares similar production with the song ""Reaper"" by Sia.",3:29,"Aug 28, 2019",Feature,Yes,https://tidal.com/track/115991738/u
Ongoing,"Teyana Taylor - We Got Love 
(feat. Ms. Lauryn Hill) (prod. Ye, MIKE DEAN, Seven Aurelius, E.VAX, BoogzDaBeast & Johan Lenox)","Released as a single. Also track 23 from Teyana Taylor's third studio album The Album. Samples the song ""We've Got Love (You Better Believe It)"" by The Younghearts.",4:05,"Dec 5, 2019",Feature,Yes,https://tidal.com/track/127812859/u
Ongoing,"Mariah Carey - Save The Day
(feat. Ms. Lauryn Hill) (prod. Jermaine Dupri & Mariah Carey)","Released as the lead single for Mariah Carey's seventh compilation album The Rarities. Samples and interpolates ""Killing Me Softly"" by Fugees.",3:48,"Aug 21, 2020",Feature,Yes,https://tidal.com/track/156755648/u
Ongoing,"Machel Montano - On Love (Interlude by Ms. Lauryn Hill)
(feat. Ms. Lauryn Hill)",Track 9 from Machel Montano's album The Wedding Album.,0:31,"Mar 19, 2021",Feature,Yes,https://tidal.com/track/309527237/u
Ongoing,"🌟 Nas - Nobody
(feat. Ms. Lauryn Hill) (prod. Corbett & HIT-BOY)",Track 9 from Nas's thirteenth album King's Disease II.,4:42,"Aug 6, 2021",Feature,Yes,https://tidal.com/track/192362400/u
Ongoing,"🌟 Black Woman
(with Fatoumata Diawara & Ms. Lauryn Hill) (prod. Jeymes Samuel & Ms. Lauryn Hill)",Track 5 on the soundtrack for the 2021 movie The Harder They Fall.,3:59,"Oct 29, 2021",Other,Yes,https://tidal.com/track/202487765/u
