Year,YearTotal,Era,Name,Content,Price,Start,End,Type,Status,Link
2025,,Life Is Good,No Such Thing As White Jesus [V1],"No Such Thing As White Jesus [V1]
(feat. Frank Ocean)
(Royalty)",$910,"Mar 26, 2025","Apr 3, 2025",Normal,Yes,"https://pillows.su/f/5e0e5e79ac093fceaee149641e7d37a1
https://pillows.su/f/aee23d85aa509d2025f6ddce814a3dd4"
2023,,God's Son,I Have Learned,I Have Learned,$900,"Mar 24, 2023",,Normal,No,https://pillows.su/f/8ddb6cef229b16477c8d9ce04b6d0df9
