Era,Name,Notes,Image / Length,Date Made,Type,Available Length,Quality,Link(s)
Moon Music,iNSiDE THE NOTEBOOK EDiTiON OF MOON MUSiC,Promotional video for the Notebook Edition of Moon Music. Contains footage of Chris's real Moon Music notebook with multiple demo filenames and lyrics for The Only One (A Moon Song).,,"Sep 10, 2024",Other,Full,High Quality,Twitter
Moon Music,A Film For The Future (Trailer),A trailer for A Film For The Future discussing the film's premise.,,"Jan 14, 2025",Other,Full,High Quality,YouTube
Moon Music,Ocean with David Attenborough (🎵 ONE WORLD),A trailer for the nature documentary Ocean with David Attenborough. Features One World as its audio.,,"May 10, 2025",Other,Full,High Quality,YouTube
Moon Music,In-Between (Presented by Choose Love x Coldplay) | Short-Film,"A short film by the charity organization Choose Love. Uses variations of Moon Music songs (Moon Music, Alien Hits/Alien Radio, IAAM, and One World) as its soundtrack.",,"Nov 21, 2025",Other,Full,High Quality,YouTube
,Notable Live Performances,,,,,,,
Moon Music,"Live at Fremont Street, Las Vegas, Nevada","In May 2024, Chris Martin put on an alien mask, pretended to be a busker, and played an unreleased Coldplay song in front of a Las Vegas casino. It's been over a year and the song's not out yet. Fuck my chud ass life",,May 2024,Live Performance,Partial,Recording,"Aiko (Live at Fremont Street, partial)"
Moon Music,Glastonbury 2024,"Considered to be one of the best gigs in recent history, Glastonbury proved that Coldplay could still actually provide a good show.Complete with the debut of a not-yet released song with multiple collaborators, Arabesque being remembered, and ... Violet Hill, whatever that was, this concert was proof that we can still have hope in the sets being decent-ish. Also Chris talked alot over his pre-recorded vocals.",~2:00:00,"Jun 29, 2024",Live Performance,Partial,High Quality,"WE PRAY (feat. Little Simz & Elyanna) (Glastonbury 2024)
Arabesque (feat. Elyanna & Femi Kuti) (Glastonbury 2024)
Fix You (Glastonbury 2024)"
Moon Music,"Live at Croke Park, Dublin",This MOTS show's performance of All My Love was included on the Full Moon Edition of Moon Music and had its video recording posted on YouTube (initially an exclusive to channel members).,,"Sep 2, 2024",Live Performance,Partial,High Quality,All My Love (Live in Dublin)
Moon Music,"Live at Narendra Modi Stadium, Ahmedabad","Coldplay's second MOTS tour show in Ahmedabad was livestreamed on Disney+ Hotstar. Also notably, Narendra Modi Stadium is the largest venue Coldplay has ever played at.",,"Jan 26, 2025",Live Performance,Full,High Quality,(See below)
,Other,,,,,,,
Moon Music,Chris Martin's Moon Music Notebook,"Throughout the production of Moon Music, Chris Martin kept a notebook that he would fill with notes, ideas, and lyrics considered for the album. Excerpts from the notebook were released as part of Moon Music's Notebook Edition.",,2021-2024,Book,Partial,High Quality,LINK NEEDED
Moon Music,Coldplay: Live in Ahmedabad,The second MOTS tour show at Ahmedabad was livestreamed to Disney+ Hotstar subscribers in India.,,"Jan 26, 2025",Film,Full,High Quality,LINK NEEDED
Moon Music,A Film For The Future,A Film For The Future is a visual companion to Moon Music. It consists of videos and animations created by artists who were only prompted with isolated excerpts of Moon Music songs. AFFTF was screened at multiple theaters internationally.,43:50,"Jan 22, 2025",Film,Full,High Quality,YouTube
,"Music Of The Spheres, Vol. 3
(Animated Musical Film)",Note: Era not officially started and/or named by the band.,,,,,,
,Other,,,,,,,
,Coldplay (LP12),Note: Era not officially started and/or named by the band.,,,,,,
,Other,,,,,,,
,Alphabetica,Note: Era not officially started and/or named by the band.,,,,,,
,Other,,,,,,,
,Notable Live Performances,,,,,,,
,Other,,,,,,,
Other,coldplay.com,Coldplay's official website.,,,,,,https://www.coldplay.com/
Other,Coldplay Timeline,Official website documenting the full timeline of the band from 1998 - 2020.,,,,,,https://timeline.coldplay.com
