Era,Name,Notes,Track Length,File Date,Leak Date,Available Length,Quality,Link(s)
Final sessions,Unknown [Tracks produced by Bill Bottrell],"According to Bill Bottrell, six tracks were started in Bahrain, complete with ""lyrics, bridges and breaks,"" similarly to ""Why Can't You Hear Me."" Michael never got around to recording them, however.",,,,Confirmed,Not Available,
Final sessions,Unknown [Instrumental tracks produced by RedOne],"Several tracks were produced by RedOne between 2008 and 2009, but only ""Dancing For Love"" was considered vocally complete by the time of Michael's death.",,,,Confirmed,Not Available,
Final sessions,"""Orchestral Holiday Songs""","A bunch of orchestral songs for Christmas, possibly created by Michael Prince. A CD was found on a court document investigating LaToya's boyfriend, who was accused of stealing items owned by Michael upon his death.",,,,Rumored,Not Available,
"0 OG File(s)
25 Full
0 Tagged
0 Edited
0 Partial
5 Snippet(s)
1 Stem Bounce(s)
13 Unavailable",Michael,"(06/25/2009) (Michael Jackson passes away at the age of 50 due to cardiac arrest)
(12/10/2010) (The posthumous ""Michael"" album is released)",,,"Sony's first efforts in a new frontier were marked with controversy from the start. Their first intended single ""Breaking News,"" was quickly called out by fans for being sung by someone who was obviously not Michael. Two other songs recieved the same treatment, and the album as a whole failed to match the success of Michael's older albums.",,,
Michael,Do You Know Where Your Children Are (Remix) [V1],"Features many elements from the original version of the track, but with a different guitar solo.",,2010,"Aug 7, 2025",Snippet,High Quality,https://pillows.su/f/4bd47d4308bd2ae37a6c85ee6be6108b
Michael,Do You Know Where Your Children Are (Remix) [V2],,4:28,2010,Dec 2010,Full,High Quality,https://pillows.su/f/8309432e92ce3c8cc82820d7589764c2
Michael,"✨ Hollywood Tonight (Neff-U Rock Mix)
(feat. Ace Von Johnson) (prod. Theron ""Neff-U"" Feemster)",,4:19,2010,"Mar 3, 2014",Full,CD Quality,https://pillows.su/f/2a72440bcb6d75e307ab01249bc40678
Michael,"Hollywood Tonight (Remix) [V1]
(prod. Theron ""Neff-U"" Feemster)",,,2010,"Sep 27, 2024",Snippet,High Quality,https://pillows.su/f/c2847c7147eeb5e1f9b0c93e92a27bf4
Michael,"Hollywood Tonight (Remix) [V2]
(prod. Teddy Riley & Theron ""Neff-U"" Feemster)","Known as ""Recall 3 Main"". Very similar to release other than the addition of a ""boom"" sound on the first kick, and no guitar in the outro.",4:31,2010,2012,Full,High Quality,https://pillows.su/f/66ffd3b5f949dcc3adf5c05af5d551c8
Michael,"Much Too Soon [V11]
(prod. John McClain & Michael Jackson)
(Learned My Lesson)","OG Filename: Much Too Soon For DC Strings 96k OWR 3.0 Stems For GTR OD
Bounced from the leaked Pro Tools session. Has the original acoustic guitar track and lacks many overdubs from the released version.",2:56,"Aug 9, 2010",Jan 2020,Stem Bounce,Lossless,https://pillows.su/f/6c4694b66d27af9a3935b7f356fd346d
Michael,"Much Too Soon [V12]
(prod. John McClain & Michael Jackson)
(Learned My Lesson)","Same as the album version, but with no accordion.",2:48,2010,2010,Full,High Quality,https://pillows.su/f/e36bdad45db20f6bbe3ab0af41611e64
Michael,"She Was Loving Me (Remix) [V1]
(prod. Cory Rooney & Taryll Jackson)
(Chicago)","Produced by Cory Rooney and Taryll Jackson; has a more ""rock-like"" feel in comparison to the subdued original and the overproduced XSCAPE remix.",4:47,2010,Dec 2010,Full,CD Quality,https://pillows.su/f/fe3ef46adea8a31dbe95424358d09fe1
Michael,"Slave To The Rhythm (Remix) [V1]
(prod. Christopher ""Tricky"" Stewart)
(Slave 2 The Rhythm)","Commonly known as the ""Work In Progress"" mix. It's an electro-style mix of the track, a massive departure from the original Dangerous-era version.",4:28,2010,Dec 2010,Full,CD Quality,https://pillows.su/f/4d663a676035b4f523fa5a2c3c5bb75a
Michael,"Slave To The Rhythm (Remix) [V2]
(prod. Christopher ""Tricky"" Stewart)
(Slave 2 The Rhythm)","Identical to the previous version, but there are synth plucks and hats over the acapella in the intro. Has better mixing and features delay on the vocals at the end of some lines. Commonly known as ""Main Mix V5"".",4:31,2010,Dec 2010,Full,Lossless,https://pillows.su/f/5c301c79263ca3c23824a32f77cab05d
Michael,"🗑️ (Stop) Throwin' Your Life Away
(prod. Michael Jackson, Bill Bottrell & Theron ""Neff-U"" Feemster)","Features overdubs by Neff-U, including extra guitars and strings. All overdubs are slathered over the original, giving it a ""western"" vibe.",3:46,2010,"Aug 28, 2024",Full,High Quality,https://pillows.su/f/17ddf4d0d89bec11be3cd8876645b308
Michael,The Way You Love Me (Remix) [V1],Leaked after the Sony servers were hacked in 2013.,3:22,2010,2013,Full,CD Quality,https://mega.nz/file/N2BQFIRK#lwHSDmSr7VZaFJ2mdGrnYlEHcBgT4KaYo1gRtmimJOU
Michael,"What A Lovely Way To Go (Remix)
(prod. Mark Ronson)",Tagged snippet leaked in early 2020; considered for the Michael album before Ronson chose to drop out from the project.,4:00,2010,Jan 2020,Snippet,High Quality,https://pillows.su/f/ffa03e56033a997a61c649f6f2f22f3c
Michael,"Hold My Hand (Remix)
(prod. Teddy Riley & Taryll Jackson)",Unreleased remix by Teddy Riley and Taryll Jackson.,,2010,,Confirmed,Not Available,
Michael,"If You Don't Love Me [V4]
(prod. Bill Bottrell)","Revised mix by Bill Bottrell, with minimal differences compared to the previous version.",,2010,,Confirmed,Not Available,"https://x.com/BillBottrell/status/1740206872731451549
https://x.com/BillBottrell/status/1740913037375382016"
