Era,Name,Tracklist,Image,Date Made,Quality,Source,Link(s)
Ego Death,Ego Death,,,"Jun 26, 2015",Full,Official,
Steve Lacy's Demo,Steve Lacy's Demo,,,"Feb 24, 2017",Full,Official,
Apollo XXI,Apollo XXI,,,"May 24, 2019",Full,Official,
Apollo XXI,Apollo XXI (Japanese Version),,,"May 24, 2019",Full,Official,
The Lo-Fis,The Lo-Fis,,,"Dec 4, 2020",Full,Official,
Gemini Rights,Gemini Rights,,,"Jul 15, 2022",Full,Official,
Oh yeah?,Oh yeah?,,,"Jun 5, 2026",Partial,Official,
Oh yeah?,Oh yeah?,,,"Jul 17, 2026",Full,Official,
Unknown,Gemini Rights 3,,,???,Full,Official,
