Era,Name,Notes,Length,Release Date,Type,Streaming,Link(s)
Z,"Warm Winds
(feat. Isaiah Rashad) (prod. Mac Miller & The Antydote)",Track 4 on Z.,5:50,"Apr 8, 2014",Album Track,Yes,https://mega.nz/folder/C0I23DDB#Q2qlLmuDUmkzYJkskAkERw
Z,"HiiiJack
(prod. Toro y Moi)",Track 5 on Z.,3:42,"Apr 8, 2014",Album Track,Yes,https://mega.nz/folder/C0I23DDB#Q2qlLmuDUmkzYJkskAkERw
Z,"Green Mile
(prod. Emile Haynie)",Track 6 on Z.,3:34,"Apr 8, 2014",Album Track,Yes,https://mega.nz/folder/C0I23DDB#Q2qlLmuDUmkzYJkskAkERw
Z,"Babylon
(feat. Kendrick Lamar) (prod. DJ Dahi & SoulCtrl)",Track 7 on Z.,3:54,"Apr 8, 2014",Album Track,Yes,https://mega.nz/folder/C0I23DDB#Q2qlLmuDUmkzYJkskAkERw
Z,"Sweet November
(prod. Marvin Gaye)",Track 8 on Z.,4:03,"Apr 8, 2014",Album Track,Yes,https://mega.nz/folder/C0I23DDB#Q2qlLmuDUmkzYJkskAkERw
Z,"Shattered Ring
(prod. Emile Haynie)",Track 9 on Z.,4:05,"Apr 8, 2014",Album Track,Yes,https://mega.nz/folder/C0I23DDB#Q2qlLmuDUmkzYJkskAkERw
Z,"Omega
(prod. Emile Haynie)",Track 10 on Z.,4:23,"Apr 8, 2014",Album Track,Yes,https://mega.nz/folder/C0I23DDB#Q2qlLmuDUmkzYJkskAkERw
Z,"XXXTENTACION - ICE HOTEL (intro)
(feat. SZA) (prod. WondaGurl, Sir CRKS, XXXTENTACION & OfficialCDCN)","Track 1 on XXXTENTACION's now-deleted extended play, Ice Hotel. Samples SZA's single ""Teen Spirit"".",3:30,"Mar 12, 2018",Feature,No,https://soundcloud.com/szababy2/xxxtentacion-ice-hotel-feat-sza
Z,"XXYYXX - safer (shortened)
(feat. SZA) (prod. XXYYXX)","OG Filename: outro [2018-11-11 040711]
A cut version of ""Safer"" uploaded to XXYYXX's SoundCloud in late 2018.",1:48,"Nov 11, 2018",Feature,No,https://soundcloud.com/xxyyxx/safer
"0 Album Track(s)
3 Single(s)
15 Feature(s)
0 Production
2 Other","A [V1]
(Ctrl)","(04/08/2014) (Z officially releases)
(04/??/2014) (SZA begins progress on A)
(10/??/2016) (A receives a rework as Ctrl)",,,Other,,
A [V1],"Divinity
(feat. Jill Scott) (prod. Om'Mas Keith)","OG Filename: DIVINITY
Released on SoundCloud by the producer of the song, Om'Mas Keith.",7:30,"Jul 10, 2014",Single,No,https://soundcloud.com/ommaskeith/divinity
A [V1],"Moodring
(prod. Felix Snow)","Released on SoundCloud by Kitty Ca$h, later became track 20 on her mixtape Love The Free Vol. II. SZA wrote the song the night she opened for Coldplay in 2014.",3:12,"Aug 8, 2014",Single,No,https://krakenfiles.com/view/g1wzqxIRcK/file.html
A [V1],"Ab-Soul - Gods Reign
(feat. SZA) (prod. Purity Ring)",Track 1 on Ab-Soul's album These Days....,4:18,"Jun 24, 2014",Feature,Yes,https://mega.nz/folder/CoBTQKpJ#UgXrXaQ_EsGhMreRrVgCTQ
A [V1],"Sobriety
(prod. Chris Calor, CoDy, LoveDragon, Thundercat & Sounwave)",Released as a SoundCloud exclusive but later deleted.,3:06,"Nov 18, 2014",Single,No,https://pillows.su/f/ad6d40a40e853e907874de70875633cf
A [V1],"A$AP Ferg - Real Thing
(feat. SZA) (prod. Stelios Phili)",Track 18 on A$AP Ferg's mixtape Ferg Forever.,3:19,"Nov 28, 2014",Feature,No,https://mega.nz/folder/CoBTQKpJ#UgXrXaQ_EsGhMreRrVgCTQ
