Era,Name,Notes,Length,Release Date,Type,Streaming,Link(s)
Punk [V1],"Day Before
(with Mac Miller) (prod. TaeBeast & Verzache)","Track 20 on ""Punk"". Mastered by Joe LaPorta.",2:15,"Oct 15, 2021",Album Track,Yes,https://open.spotify.com/track/2eYsZ2JEq63Q0S8LQVscBm?si=625476b59e3f4554
Unknown (2022),"Elton John - Always Love You
(feat. Young Thug & Nicki Minaj) (prod. Andrew Watt & Louis Bell)","Track 2 on Elton John's album ""The Lockdown Sessions"". Mixed by Manny Marroquin and Chris Galland. Mastered by Randy Merrill.",4:17,"Oct 22, 2021",Feature,Yes,
Unknown (2022),"FBG Goat - Private Phones
(feat. Young Thug) (prod. London On Da Track & Loh)","Released as a single and track 9 on FBG Goat's album ""The Mound 2"".",3:02,"Oct 29, 2021",Feature,Yes,"https://music.apple.com/us/album/private-phones/1590573495?i=1590573501
https://open.spotify.com/track/5kOJVirJAAVmhxPIAPmjkP?si=a2fba82971804fee"
Unknown (2022),"Strick - In Love Wit a Fly Girl
(feat. Young Thug) (prod. Wheezy)","Track 3 on Strick's album ""Strick Land"".",3:30,"Nov 5, 2021",Feature,Yes,https://music.apple.com/us/album/in-love-wit-a-fly-girl/1591595224?i=1591595474
Unknown (2022),"Kanye West - Remote Control pt 2
(feat. Young Thug & Kid Cudi) (prod. Kanye West, Ojivolta, Cubeatz, Digital Nas, 88-Keys & MIKE DEAN)","Track 12 on ""Donda (Deluxe)"". Adds a verse from Kid Cudi.",5:23,"Nov 14, 2021",Feature,Yes,"https://music.apple.com/us/album/remote-control-pt-2/1595496182?i=1595496810
https://open.spotify.com/track/5TRekQsv96kQezYd8TkilW?si=9e30a476f61a42c4"
Unknown (2022),"PnB Rock - Eyes Open 
(feat. Lil Baby & Young Thug) (prod. Wheezy)","Track 1 on PnB Rock's EP ""2 Get You Thru The Rain"". Vocals recorded by Bainz. Mixed by Bainz. Mastered by Nicholas Cavalieri.",3:22,"Dec 10, 2021",Feature,Yes,
Unknown (2022),"Gunna - pushin p
(feat. Future & Young Thug) (prod. Wheezy & Juke Wong)","Track 2 on Gunna's album ""DS4EVER"". Gunna's vocals were recorded by Flo Ongonga, Thug's by Bainz, and Future's by Eric Manco. Mixed by Bainz and Ethan Stevens. Mastered by Josh LaPorta.",2:16,"Jan 7, 2022",Feature,Yes,https://music.apple.com/us/album/pushin-p-feat-young-thug/1604376321?i=1604376332
Unknown (2022),"Gunna - poochie gown
(prod. Metro Boomin, Southside & Allen Ritter)","Track 3 on Gunna's album ""DS4EVER"". Thug has a writing credit. Vocals recorded by Flo Ongonga. Mixed by Ethan Stevens, Zack Acousta and Braden Davies. Mastered by Josh LaPorta.",2:21,"Jan 7, 2022",Writer,Yes,
Unknown (2022),"Gunna - mop
(feat. Young Thug) (prod. Wheezy & Dez Wright)","Track 4 on Gunna's album ""DS4EVER"". Gunna's vocals were recorded by Flo Ongonga and Thug's by Bainz. Mixed by Bainz and Aresh Banaji. Mastered by Josh LaPorta.",3:05,"Jan 7, 2022",Feature,Yes,https://music.apple.com/us/album/mop-feat-young-thug/1604376321?i=1604376730
Unknown (2022),"NLE Choppa - Push It
(feat. Young Thug) (prod. Ament & Yung Milly)","Track 2 on NLE Choppa's album ""Me vs. Me"".",3:30,"Jan 28, 2022",Feature,Yes,https://music.apple.com/us/album/push-it-feat-young-thug/1593435771?i=1593436123
Unknown (2022),"Yeat - Outsidë
(feat. Young Thug) (prod. Supah Mario & Bass Charity)","Track 2 on Yeat's album ""2 Alivë"". Vocals recorded by Noah Smith. Mixed by Noah Smith. Mastered by Joe LaPorta.",3:50,"Feb 18, 2022",Feature,Yes,https://music.apple.com/us/album/outsid%C3%AB-feat-young-thug/1609701608?i=1609701623
Unknown (2022),"Machine Gun Kelly - die in california [V1]
(feat. Gunna, Young Thug & Landon Barker) (prod. Travis Barker & Rogét Chahayed)","Version of ""die in california"" found on physical versions and uploaded to YouTube. Mostly the same, but the intro is a bit longer.",,"Mar 25, 2022",Feature,No,
Unknown (2022),"Machine Gun Kelly - die in california [V2]
(feat. Gunna, Young Thug & Landon Barker) (prod. Travis Barker & Rogét Chahayed)","Track 14 on Machine Gun Kelly's album ""mainstream sellout"". Additional production by Ljay Currie and Pat McManus. Mixed by Bainz and Anandi Joshi. Mastered by Will Quinnell.",3:27,"Mar 25, 2022",Feature,Yes,
