Era,Name,Notes,Designer,Date,Image,Art Type,Use,Link(s)
Slime Season 3,Slime Season 3 [Unused Cover 1],"Unused cover art for ""Slime Season 3"" shared by Fano (Stefano McNutt).

Design: Fano (Stefano McNutt)

Best Available Resolution: 1324x1324",,,,Cover,Mixtape,
Slime Season 3,Slime Season 3 [Unused Cover 2],"Unused cover art for ""Slime Season 3"" shared by Fano (Stefano McNutt).

Design: Fano (Stefano McNutt)

Best Available Resolution: 800x800",,,,Cover,Mixtape,
Slime Season 3,Slime Season 3 [Unused Cover 3],"Unused cover art for ""Slime Season 3"" shared by Be El Be alongside the caption ""Considered going in a completely different direction but only got this.  Don't want to think so hard tho.""

Design: Fano (Stefano McNutt)

Best Available Resolution: 955x955",,,,Cover,Mixtape,
Slime Season 3,"Digits
(feat. Meek Mill)",,,,,Cover,Single,
Slime Season 3,"Digits [Alternate Cover]
(feat. Meek Mill)",,,,,Cover,Single,
Slime Season 3,Worth It,"Official cover art for ""Worth It"".

Design: Fano (Stefano McNutt)

Best Available Resolution: 1000x1000",,,,Cover,Single,
Slime Season 3,"Boosie Badazz - Choppers N Gunz
(feat. Lil Durk & Young Thug)",,,,,Cover,Feature,
Slime Season 3,"Snypa - It's Nothing
(feat. Benzino & Young Thug)",,,,,Cover,Feature,
Bankroll Mafia,"Bankroll Mafia
(with Shad Da God, Young Thug & T.I.)","Official cover art Bankroll Mafia's self-titled mixtape with Shad Da God, Young Thug, and T.I.",,,,Cover,Mixtape,https://a1.mzstatic.com/r40/Music114/v4/cf/bc/a0/cfbca064-6902-27d0-f99d-28ea06daa536/888915221143_cover.jpg
Bankroll Mafia,"Out My Face
(with T.I., Shad Da God, Young Thug & London Jae)",Design: VA Media,,,,Cover,Single,
JEFFERY,JEFFERY,"Official cover art for JEFFERY.

Creative Direction: Garfield Larmond
Art Direction & Design: Virgilio Tzaj
Photography: Garfield Larmond
Styling: Alessandro Trincone",,,,Cover,Mixtape,https://a1.mzstatic.com/r40/Music115/v4/0b/df/50/0bdf50bb-b6bb-2ea5-6943-b092fa81f1e7/075679905413.jpg
JEFFERY,JEFFERY [Unused Cover],"Unused cover art for ""JEFFREY"", shared by Fano on Twitter.

Art Direction: Steffano McNutt (Fano)
Illustration: Marlon Pruz

Best Available Resolution: 1500x1500",,,,Cover,Mixtape,
JEFFERY,JEFFERY [Unused Cover],"Unused cover art for ""JEFFERY"", shared by KD Designz on Twitter. The cover is styled like a high school yearbook, with emphasis placed on ""Jeffery"" (which is mispelled as ""Jeffrey""). Several other names and faces of Thug's collaborators appear, including Lil Duke, T.I., and HiDoraah

Design: KD Designz (Kevian Dodd)

Best Available Resolution: 1200x1200",,,,Cover,Mixtape,https://x.com/KDdesignz1/status/768987679828676608
JEFFERY,"Tru Colors
(with Gucci Mane, Peewee Longway & Migos)","Official cover art for Gucci Mane's Tru Colors with Peewee Longway, Migos, and Young Thug.",,,,Cover,Mixtape,https://a1.mzstatic.com/r40/Music116/v4/55/7d/42/557d421a-2598-3753-bf89-0456d4bf240b/0856307006708.jpg
JEFFERY,Gangster Shit,"Official cover art for ""Gangster Shit""

Best Available Resolution: 1425x1425",,,,Cover,Single,
JEFFERY,Turn Up,"OG Filename: felix-snow-young-thug-turn-up-cover

Official cover art for ""Turn Up"" used on the song's upload to Felix Snow's SoundCloud.

Best Available Resolution: 1880x1880",,,,Cover,Single,
JEFFERY,"Pick Up the Phone
(with Travis Scott) (feat. Quavo)",,,,,Cover,Single,
JEFFERY,"Boston George & Boo Rossini - Fuck the Summer Up
(feat. Jeezy & Young Thug)",,,,,Cover,Feature,
JEFFERY,"Carnage - Don't Call Me
(feat. Young Thug & Shakka)",,,,,Cover,Feature,
JEFFERY,"Dosseh - Milliers d’euros
(feat. Young Thug)",Best Available Resolution: 2000x2000,,,,Cover,Feature,
JEFFERY,"Gucci Mane - Guwop Home
(feat. Young Thug)","Art Direction & Design: Virgilio Tzaj
Photography: Jonathan Maninon

Best Available Resolution: ",,,,Cover,Feature,
JEFFERY,"Jeremih - Pass Dat (Remix)
(feat. Chance the Rapper, Young Thug & The Weeknd)",Best Available Resolution: 1500x1500,,,,Cover,Feature,
JEFFERY,"Lil Durk - Trap House (Remix)
(feat. Young Thug & Young Dolph)","Design: Visual Zombie

Best Available Resolution: 1078x1078",,,,Cover,Feature,
JEFFERY,"Lil Durk - Trap House (Remix)
(feat. Young Thug & Young Dolph)","Updated cover art for ""Trap House (Remix)"" used when the song was re-released in 2017.

Design: Black Coke Design

Best Available Resolution: 1600x1600",,,,Cover,Feature,
JEFFERY,"Longpaper - Spiked Out
(feat. Young Thug)",,,,,Cover,Feature,
JEFFERY,"Migos - Cocoon (Remix)
(feat. Young Thug)",,,,,Cover,Feature,
JEFFERY,"Nipsey Hussle - I Do This
(feat. Young Thug & Mozzy)",Best Available Resolution: 3000x3000,,,,Cover,Feature,
JEFFERY,"Nipsey Hussle - Thug Life
(feat. Young Thug)",Best Available Resolution: 3000x3000,,,,Cover,Feature,
JEFFERY,"O.T. Genasis - Cut It (Remix)
(feat. Young Thug & Kevin Gates)",Best Available Resolution: 751x746,,,,Cover,Feature,
JEFFERY,"Premadonna87 - All Nite
(feat. Young Thug)","Official cover art for Premadonna87's single ""All Nite"". The title is styled after Netflix's logo.

Design: NB GFX (Nick Bailey)

Best Available Resolution: 1500x1500",,,,Cover,Feature,
JEFFERY,"Ralo - Flexing on Purpose
(feat. Lil Uzi Vert, Young Thug & 
21 Savage)",Best Available Resolution: 1000x1000,,,,Cover,Feature,
JEFFERY,"Rich The Kid - Ran It Up
(feat. Young Thug)","Official cover art for Rich The Kid's single ""Ran It Up"".

Design: RBN Tell 'Em

Best Available Resolution: 1425x1425",,,,Cover,Feature,
JEFFERY,"Twice - No Wendy's
(feat. Young Thug)",,,,,Cover,Feature,
JEFFERY,"USHER - No Limit
(feat. Young Thug)",,,,,Cover,Feature,
JEFFERY,"USHER - No Limit 
[Alternate Cover]
(feat. Young Thug)","Updated cover art for USHER's single ""No Limit"" that more closely resembles the ""Hard II Love"" album art, using a photograph of a sculpture designed by Daniel Arsham for the album.

Art Direction: Daniel Arsham
Sculpture: Daniel Arsham
Design: Steve Ramirez
Photography: James Law
Lettering: DL Warfield

Best Available Resolution: 1400x1400",,,,Cover,Feature,
JEFFERY,"USHER - No Limit (G-Mix)
(feat. Master P, Travis Scott, 2 Chainz, Gucci Mane & A$AP Ferg)","Official cover art for USHER's single ""No Limit (G-Mix)"".",,,,Cover,Feature,
BEAUTIFUL THUGGER GIRLS,BEAUTIFUL THUGGER GIRLS,"Official cover art for BEAUTIFUL THUGGER GIRLS.

Art Direction & Design: Virgilio Tzaj
Photography: Garfield Larmond
Styling: Zoe Dupree

Best Available Resolution: 7296x7296",,,,Cover,Album,https://a1.mzstatic.com/r40/Music115/v4/ac/82/09/ac820964-8c65-558c-805d-3d19777b6364/075679892386.jpg
BEAUTIFUL THUGGER GIRLS,BEAUTIFUL THUGGER GIRLS [Unused Cover],"Unused ""BEAUTIFUL THUGGER GIRLS"" cover art shared by Fano (Stefano McNutt) on Twitter.

Design: Fano (Stefano McNutt)

Best Available Resolution: 1000x1000",,,,Cover,Album,
BEAUTIFUL THUGGER GIRLS,Free Black Youngsta,"Official cover art for ""Free Black Youngsta"".

Design: Fano (Stefano McNutt)

Best Available Resolution: 1000x1000",,,,Cover,Single,
BEAUTIFUL THUGGER GIRLS,"Bricc Baby - No Smoke
(feat. Young Thug)","Design: Fano (Stefano McNutt)

Best Available Resolution: 750x737",,,,Cover,Feature,
BEAUTIFUL THUGGER GIRLS,"Bryson Tiller - Get Mine
(feat. Young Thug)",Best Available Resolution: 1500x1500,,,,Cover,Feature,
BEAUTIFUL THUGGER GIRLS,"Calvin Harris - Heatstroke
(feat. Young Thug, Pharrell Williams & Ariana Grande)","Official cover art for Calvin Harris' single ""Heatstroke"".

Best Available Resolution: 2048x2048",,,,Cover,Feature,
BEAUTIFUL THUGGER GIRLS,"Calvin Harris - Heatstroke [Credits]
(feat. Young Thug, Pharrell Williams & Ariana Grande)","Credits art for ""Heatsrtoke"" shared on Twitter to promote the single.

Best Available Resolution: 2048x2048",,,,Cover,Feature,
BEAUTIFUL THUGGER GIRLS,"Dae Dae - Spend It (Remix)
(feat. Young Thug & Young M.A.)",Best Available Resolution: 1500x1500,,,,Cover,Feature,
BEAUTIFUL THUGGER GIRLS,"Diplo - Bank Roll [V1]
(feat. Rich The Kid, Young Thug & Justin Bieber)",Best Available Resolution: 1024x1024,,,,Cover,Feature,
BEAUTIFUL THUGGER GIRLS,"Diplo - Bank Roll [V2]
(feat. Rich The Kid, Young Thug & Rich Chigga)","Official cover art for the updated version of Diplo's single ""Bank Roll"", with Rich Chigga replacing Justin Bieber. The YSL and Rich Forever logos were replaced Mad Decent, Diplo's label.

Best Available Resolution: 1200x1200",,,,Cover,Feature,
BEAUTIFUL THUGGER GIRLS,"Gucci Mane - I Told You
(feat. Young Thug)","Official cover art for Gucci Mane's single ""I Told You"".

Design: KD Designz (Kevian Dodd)

Best Available Resolution: 1200x1200",,,,Cover,Feature,
BEAUTIFUL THUGGER GIRLS,"Gunna - Cop Me a Foreign
(feat. Young Thug)",Best Available Resolution: 725x725,,,,Cover,Feature,
BEAUTIFUL THUGGER GIRLS,"Juvenille - Red Sox
(feat. Young Thug)",Best Available Resolution: 600x600,,,,Cover,Feature,
BEAUTIFUL THUGGER GIRLS,"Lil Baby - Rider
(feat. Young Thug)","Official cover art for Lil Baby's single ""Rider"".

Design: NB GFX (Nick Bailey)

Best Available Resolution: 1297x1279",,,,Cover,Feature,
BEAUTIFUL THUGGER GIRLS,"Lil Durk - Internet
(feat. Young Thug)","Official cover art for Lil Durk's single ""Internet"".

Best Available Resolution: 3000x3000",,,,Cover,Feature,
BEAUTIFUL THUGGER GIRLS,"Money Man - Out The Mud
(feat. Young Thug)","Official cover art for Money Man's single ""Out The Mud"".

Best Available Resolution: 1500x1500",,,,Cover,Feature,
BEAUTIFUL THUGGER GIRLS,"Rich Gang - Bit Bak
(feat. Birdman & Young Thug)","Official cover art for Rich Gang's single ""Bit Bak"".

Best Available Resolution: 3000x3000",,,,Cover,Feature,
BEAUTIFUL THUGGER GIRLS,"Skooly - Stylin
(feat. Young Thug)","Official cover art for Skooly's single ""Stylin"".

Design: NDR Media

Best Available Resolution: 3000x3000",,,,Cover,Feature,
BEAUTIFUL THUGGER GIRLS,"TM88 - Been Thru a Lot
(feat. Young Thug & Lil Yachty)","Official cover art for TM88's single ""Been Thru a Lot"".

Best Available Resolution: 3000x3000",,,,Cover,Feature,
BEAUTIFUL THUGGER GIRLS,"TopDolla Sweizy - Hundos
(feat. Young Thug)","Official cover art for TopDolla Sweizy's single ""Hundos"".

Design: TaeSweizy

Best Available Resolution: 3000x3000",,,,Cover,Feature,
BEAUTIFUL THUGGER GIRLS,"Wyclef Jean - I Swear
(feat. Young Thug)","Official cover art for Wyclef Jean's single ""I Swear"".

Best Available Resolution: 1800x1800",,,,Cover,Feature,
BEAUTIFUL THUGGER GIRLS,"Wyclef Jean - I Swear (Acoustic)
(feat. Young Thug)","Official cover art for Wyclef Jean's single ""I Swear (Acoustic)"".

Best Available Resolution: 1800x1800",,,,Cover,Feature,
BEAUTIFUL THUGGER GIRLS,"Young Scooter - Cook Up
(feat. Young Thug)","Official cover art for Young Scooter's single ""Cook Up"".

Best Available Resolution: 1280x1280",,,,Cover,Feature,
Young Martha,"Young Martha
(with Carnage)",Official cover art for Young Martha with Carnage.,,,,Cover,EP,https://a1.mzstatic.com/r40/Music114/v4/74/2c/f6/742cf631-1db7-71b1-0db8-b8621f865c90/814908024422.jpg
Young Martha,"Homie
(with Carnage) (feat. Meek Mill)",,,,,Cover,Single,
SUPER SLIMEY,SUPER SLIMEY,Best Available Resolution: 1500x1500,,,,Cover,Album,https://a1.mzstatic.com/r40/Music115/v4/9c/b1/82/9cb18271-2cf6-817b-46eb-fbcf0f10744d/886446806105.jpg
SUPER SLIMEY,SUPER SLIMEY [Tracklist],Best Available Resolution: 1280x1280,,,,Tracklist,Album,
SUPER SLIMEY,SUPER SLIMEY [Unused Cover],"Unused cover art for ""SUPER SLIMEY"", similar to the released cover but against a dark blue velvet-textured background and the snake colored golden instead of green and silver.

Best Available Resolution: 1440x1440",,,,Cover,Album,
SUPER SLIMEY,"Patek Water [Unused Cover 1]
(feat. Offset)",Best Available Resolution: 1440x1440,,,,Cover,Single,
SUPER SLIMEY,"Patek Water [Unused Cover 2]
(feat. Offset)",Best Available Resolution: 1080x1080,,,,Cover,Single,
Hy!£UN35 [V4],"MLK
(feat. Trouble & Shad Da God)",,,,,Cover,Single,
Hy!£UN35 [V4],"A-Trak & Falcons - Ride for Me
(feat. Young Thug & 24hrs)",Best Available Resolution: 3000x3000,,,,Cover,Feature,
Hy!£UN35 [V4],"Camila Cabello - Havana
(feat. Young Thug)",Best Available Resolution: 1400x1400,,,,Cover,Feature,
Hy!£UN35 [V4],"Camila Cabello - Havana 
[Alternate Cover]
(feat. Young Thug)","Alternate cover art for ""Havana"" which includes song credits near the bottom shared on Twitter.

Best Available Resolution: 2048x2048",,,,Cover,Feature,
Hy!£UN35 [V4],"Chance the Rapper - Big B's
(feat. Young Thug)","Official cover art for ""Big B's"". Appears to be a screenshot of Thug and Chance texting about releasing the song, with their names and the song title scribbled over in the iPhone photo editor. 

Best Available Resolution: 1242x1242",,,,Cover,Feature,
Hy!£UN35 [V4],"Cheat Code - Back To Back
(feat. Young Thug & Gunna)","Design: 858 Marcel

Best Available Resolution: 3000x3000",,,,Cover,Feature,
Hy!£UN35 [V4],"Chris Brown - High End
(feat. Future & Young Thug)",Best Available Resolution: 1280x1280,,,,Cover,Feature,
Hy!£UN35 [V4],"Davido - Pere
(feat. Rae Sremmurd & Young Thug)",Best Available Resolution: 1500x1500,,,,Cover,Feature,
Hy!£UN35 [V4],"FBG Wookie - Thot Life
(feat. Young Thug)","Design: Flexin Designz

Best Available Resolution: 3000x3000",,,,Cover,Feature,
Hy!£UN35 [V4],"Hittz - Longway
(feat. Young Thug)",Best Available Resolution: 765x765,,,,Cover,Feature,
Hy!£UN35 [V4],"Hittz - Longway [Alternate Cover]
(feat. Young Thug)",Best Available Resolution: 3000x3000,,,,Cover,Feature,
Hy!£UN35 [V4],"Lil Yachty - On Me
(feat. Young Thug)",Best Available Resolution: 3000x3000,,,,Cover,Feature,
Hy!£UN35 [V4],"London On Da Track - Whatever You On
(feat. Young Thug, Ty Dolla $ign, Jeremih & YG)",Best Available Resolution: 1500x1500,,,,Cover,Feature,
Hy!£UN35 [V4],"Louis B - Celebrate
(feat. Young Thug)",Best Available Resolution: 1999x1999,,,,Cover,Feature,
Hy!£UN35 [V4],"Nicky D's - New Day
(feat. Young Thug & Lil Yachty)",Best Available Resolution: 3000x3000,,,,Cover,Feature,
Hy!£UN35 [V4],"SG Tip - Red Redemption
(feat. Young Thug)","Design: 1LilJoc

Best Available Resolution: 3000x3000",,,,Cover,Feature,
Hy!£UN35 [V4],"Strick - 100 Degrees
(feat. Young Thug)",Best Available Resolution: 1500x1500,,,,Cover,Feature,
Hy!£UN35 [V4],"The Game - Oh I
(feat. Jeremih, Young Thug & Sevyn Streeter)",Best Available Resolution: 3000x3000,,,,Cover,Feature,
Hy!£UN35 [V4],"The Weeknd - Reminder (Remix)
(feat. Young Thug & A$AP Rocky)",Best Available Resolution: 3000x3000,,,,Cover,Feature,
Hy!£UN35 [V4],"Trae Tha Truth - Thuggin
(feat. Young Thug & Skippa Da Flippa)","Official cover art for Trae Tha Truth's single ""Thuggin"".

Best Available Resolution: 1599x1599",,,,Cover,Feature,
Hy!£UN35 [V4],"Zoey Dollaz - Move Like the Mob
(feat. Young Thug & Lil Durk)","Official cover art for Zoey Dollaz's single ""Move Like The Mob"".

Best Available Resolution: 3000x3000",,,,Cover,Feature,
Hear No Evil,Hear No Evil,"Official cover art for ""Hear No Evil"".

Best Available Resolution: 3000x3000",,,,Cover,EP,https://a1.mzstatic.com/r40/Music118/v4/21/64/52/21645249-860f-03bd-2f44-3a09af5051f9/075679873354.jpg
Hear No Evil,Hear No Evil [Tracklist],"Official tracklist art for ""Hear No Evil"".

Best Available Resolution: 2048x2048",,,,Tracklist,EP,
Slime Language,"Slime Language
(with Young Stoner Life)","Official cover art for ""Slime Language"". Originally revealed as the alternate cover, before replacing the original main cover.

Best Available Resolution: 2400x2400",,,,Cover,Album,https://a1.mzstatic.com/r40/Music124/v4/aa/96/0e/aa960e28-fec4-3f6f-adbd-84a27e3321cc/075679865113.jpg
Slime Language,"Slime Language [Original Cover]
(with Young Stoner Life)","Original cover art for ""Slime Language"", replaced by the alternate cover on release.

Best Available Resolution: 2400x2400",,,,Cover,Album,
Slime Language,"Slime Language [Tracklist]
(with Young Stoner Life)","Official tracklist art for ""Slime Language"".

Best Available Resolution: 2400x2400",,,,Tracklist,Album,
Slime Language,"Kooly Bros - Drunk Mess
(feat. Young Thug)","Official cover art for Kooly Bros' single ""Drunk Mess"".

Best Available Resolution: 4000x4000",,,,Cover,Feature,
Slime Language,"Reese LAFLARE - Nosebleeds
(feat. Young Thug)","Official cover art for Reese LAFLARE's single ""Nosebleeds"".

Best Available Resolution: 3000x3000",,,,Cover,Feature,
Slime Language,"Rylo Rodriguez - Another Planet
(feat. Lil Baby & Young Thug)","Official cover art for Rylo Rodriguez's single ""Another Planet"".

Best Available Resolution: 1599x1599",,,,Cover,Feature,
Slime Language,"T-Shyne - Side Steppin'
(feat. Young Thug)","Official cover art for T-Shyne's single ""Side Steppin'"".

Best Available Resolution: 1280x1280",,,,Cover,Feature,
Slime Language,"T-Shyne - Side Steppin' 
[Alternate Cover]
(feat. Young Thug)","Alternate version of the cover art for T-Shyne's single ""Side Steppin'"" that lists the producers at the bottom and arranges the YSL logo and parental advisory differently. Posted to T-Shyne's Twitter.

Best Available Resolution: 768x768",,,,Cover,Feature,
On The Rvn,On the Rvn,"Official cover art for On the Rvn.

Photography: Garfield Larmond

Best Available Resolution: 3024x3024",,,,Cover,EP,https://a1.mzstatic.com/r40/Music118/v4/db/b1/81/dbb181d8-8afb-b394-9d97-36f10e0de1de/075679862259.jpg
Barter 7,Barter 7,"Potential cover art for ""Barter 7"", posted by Thug to Instagram. The image is an outtake from the original ""Barter 6"" photoshoot, however it doesn't contain any title graphics or color correction, so it's possible this would not have been what the final cover looked like if the album released.

Photography: Sandy Kim

Best Available Resolution: 750x750",,,,Cover,Album,
Barter 7,Barter 7 [Alternate Cover],"Version of the photo Thug posted for ""Barter 7"" shared on Instagram by photographer Sandy Kim. Compared to the verison Thug shared this is less compressed, has more contrast and is cropped differently. Similar to the photo shared by Thug, it's uncertain if this was a real cover draft.

Photography: Sandy Kim

Best Available Resolution: 800x800",,,,Cover,Album,
Barter 7,"DrewGotJap - Knocked Off
(feat, Young Thug & Bossman99)","Official cover art for DrewGotJap's single ""Knocked Off"".

Best Available Resolution: 1800x1800",,,,Cover,Feature,
Barter 7,"GMB GunnaMan - 2 Sides
(feat. Young Thug)","Official cover art for GMB GunnaMan's single ""2 Sides"".

Best Available Resolution: 1027x1027",,,,Cover,Feature,
Barter 7,"Lil Keed - Fetish Remix
(feat. Young Thug)","Official cover art for Lil Keed's single ""Fetish Remix"".

Best Available Resolution: 1425x1425",,,,Cover,Feature,
Barter 7,"Swizz Beatz - 25 Soldiers
(feat. Young Thug)","Official cover art for Swizz Beat's single ""25 Soldiers"".

Best Available Resolution: 1280x1280",,,,Cover,Feature,
Barter 7,"T.I. - The Weekend
(feat. Young Thug)","Official cover art for T.I.'s single ""The Weekend"".  Features a close-up photograph of part of a sculpture created by Kris Kuksi, which is featured in full on the cover of ""The Dime Trap"", the album which from this single originates

Creative Direction: Anita Marisa Boriboon
Art Direction: Micky Coyne
Design: Taylor Boudreax, Nessim Higson
Sculpture: Kris Kuksi

Best Available Resolution: 1400x1400",,,,Cover,Feature,
Barter 7,"VL Deck - Lost Verse 2.0
(feat. Young Thug, Young Scooter & Lil Durk)","Official cover art for VL Deck's single ""Lost Verse"".

Best Available Resolution: ",,,,Cover,Feature,
Barter 7,"VL Deck - Lost Verse 2.0
[Alternate Cover]
(feat. Young Thug, Young Scooter & Lil Durk)","Alternate cover art for VL Deck's single ""Lost Verse 2.0"".

Best Available Resolution: 1000x1000",,,,Cover,Feature,
Static,"Trae tha Truth, Young Thug & Gunna - Static","Cover art for Static, a scrapped collaborative project by Trae tha Truth, Young Thug and Gunna.",,,,Cover,Mixtape,Link Needed
So Much Fun,So Much Fun,"Official cover art for ""So Much Fun"".

Design: Fano (Stefano McNutt)
Photography: Garfield Larmond

Best Available Resolution: 3867x3867",,,,Cover,Album,https://a1.mzstatic.com/r40/Music115/v4/1f/f3/57/1ff35761-4124-912a-baef-02b236c977df/075679838612.jpg
So Much Fun,So Much Fun [Draft],"Version of the cover for ""So Much Fun"" almost identical to the final art, except the parental advisory logo is incorporated into the design by being cut into the grass similar to how the title is. This was likely changed for concerns over the advisory not being clear enough. This version of the cover was discovered when the photoshop file for the art leaked.

Design: Fano (Stefano McNutt)
Photography: Garfield Larmond

Best Available Resolution: 3867x3867",,,,Cover,Album,
So Much Fun,So Much Fun [Unused Cover],"Shared by designer Fano (Stefano McNutt) on Twitter. Unconfirmed if this was an actual unused cover design or just made as promotional art, but it's sized and formatted like cover art and Fano (Stefano McNutt) has shared alternate designs for projects before.

Design: Fano (Stefano McNutt)
Photography: Garfield Larmond

Best Available Resolution: 1500x1500",,,,Cover,Album,
So Much Fun,So Much Fun [Tracklist],"Tracklist art for ""So Much Fun"". Like the cover it features a grassy turf texture, with numerous images of Thug scattered around. The track titles are stylized as being cut into the grass, as is the title.

Design: Fano (Stefano McNutt)
Photography: Garfield Larmond

Best Available Resolution: 2048x2048",,,,Tracklist,Album,
So Much Fun,So Much Fun (Deluxe),"Official cover art for ""So Much Fun (Deluxe)"". Matches the standard edition's design, but now the color has been switched from green to red. This may pay tribute to Thug's Bloods gang ties, as the green referenced slime.

Design: Fano (Stefano McNutt)
Photography: Garfield Larmond

Best Available Resolution: 3867x3867",,,,Cover,Album,https://a1.mzstatic.com/r40/Music125/v4/e0/a5/35/e0a53578-a18d-44aa-d4a1-418daf2ac711/075679829153.jpg
So Much Fun,"So Much Fun (Deluxe) 
[Unused Cover]","Shared by designer Fano (Stefano McNutt) on Twitter. Unconfirmed if this was an actual unused cover design or just made as promotional art, but it's sized and formatted like cover art and Fano (Stefano McNutt) has shared alternate designs for projects before.

Design: Fano (Stefano McNutt)
Photography: Garfield Larmond

Best Available Resolution: 1399x1399",,,,Cover,Album,
So Much Fun,"The London
(feat. J. Cole & Travis Scott)","Design: Jeff Gilligan

Best Available Resolution: ",,,,Cover,Single,
So Much Fun,"Hot (Remix)
(feat. Gunna & Travis Scott)",,,,,Cover,Single,
So Much Fun,"Hot (Remix) [Unused Cover]
(feat. Gunna & Travis Scott)",,,,,Cover,Single,
So Much Fun,"24Heavy - Bling Bling
(feat. Young Thug)",,,,,Cover,Feature,
So Much Fun,"24Heavy - Longtime
(feat. Young Thug)",,,,,Cover,Feature,
So Much Fun,"Cameron Cartee - Lil Bity
(feat. Young Thug)",,,,,Cover,Feature,
So Much Fun,"CHASE B - MAYDAY
(feat. Sheck Wes & Young Thug)","Official cover art for CHASE B's single ""MAYDAY"".

Best Available Resolution: 3000x3000",,,,Cover,Feature,
So Much Fun,"Cheeks Bossman - Udigg
(feat. Young Thug)",,,,,Cover,Feature,
So Much Fun,"EARTHGANG - Proud of U
(feat. Young Thug)","Official cover art for EARTHGANG's single ""Proud of U"".

Best Available Resolution: 3000x3000",,,,Cover,Feature,
So Much Fun,"EARTHGANG - Proud of U [Alternate Cover]
(feat. Young Thug)","Alternate art for ""Proud of U"" shared on EARTHGANG's Twitter. Uses the same tarot card motif as the official cover, but lacks the additional cards representing EARTHGANG and Thug, and the background is flat black without the stars.

Best Available Resolution: 1334x1334",,,,Cover,Feature,
So Much Fun,"FBG Goat - u PrAda Me
(feat. Young Thug)","Official cover art for  FBG Goat's single ""u PrAda Me"".

Best Available Resolution: 718x718",,,,Cover,Feature,
So Much Fun,"Highly Suspect - Tokyo Ghoul
(feat. Young Thug & Terrible Johnny)","Official cover art for

Illustration: Mike Anderson

Best Available Resolution:",,,,Cover,Feature,
So Much Fun,"HoodRich Pablo Juan - Screaming Slatt
(feat. Young Thug)",,,,,Cover,Feature,
So Much Fun,"Jacquees - Verify
(feat. Young Thug & Gunna)",,,,,Cover,Feature,
So Much Fun,"Joe Moses - All Rap
(feat. Young Thug & RJmrLA)",,,,,Cover,Feature,
So Much Fun,"Karlae - Everything
(feat. Young Thug)","Official cover art for Karlae's single ""Everything"". Features diamonds and a snake representing herself and Thug respectively.

Best Available Resolution: 1425x1425",,,,Cover,Feature,
So Much Fun,"Kid Rootz - STUDIO 
(feat. Young Thug & Gunna)","Official cover art for Kid Rootz's single ""Studio"".

Best Available Resolution: 3999x3999",,,,Cover,Feature,
So Much Fun,"Lil Keed - Proud of Me
(feat. Young Thug)","Official cover art for Lil Keed's single ""Proud Of Me"".

Best Available Resolution: 1425x1425",,,,Cover,Feature,
So Much Fun,"Lil Nas X - Old Town Road (Remix)
(feat. Billy Ray Cyrus, Mason Ramsey & Young Thug)","Official cover art for Lil Nas X's single ""Old Town Road (Remix)"". The horses on the cover represent the four artists on the song, with the green horse being Thug.

Best Available Resolution: 3000x3000",,,,Cover,Feature,
So Much Fun,"Nickaveli - Saint Laurent
(feat. Young Thug)",,,,,Cover,Feature,
So Much Fun,"O.T. Genasis - When I Get It
(feat. Young Thug)",,,,,Cover,Feature,
So Much Fun,"Post Malone - Goodbyes 
(feat. Young Thug)",,,,,Cover,Feature,
So Much Fun,"Post Malone - Goodbyes 
[Unused Cover 1]
(feat. Young Thug)",,,,,Cover,Feature,
So Much Fun,"Post Malone - Goodbyes 
[Unused Cover 2]
(feat. Young Thug)",,,,,Cover,Feature,
So Much Fun,"Post Malone - Goodbyes 
[Unused Cover 3]
(feat. Young Thug)",,,,,Cover,Feature,
So Much Fun,"RJmrLA - Time
(feat. Young Thug)",,,,,Cover,Feature,
So Much Fun,"Skippa Da Flippa - Move
(feat. Young Thug)",,,,,Cover,Feature,
So Much Fun,"Sonyaé - Princess Goat
(feat. Young Thug)","Official cover art for Sonyae's single ""Princess Goat"".

Design: God Henry

Best Available Resolution: 3000x3000",,,,Cover,Feature,
Slime & B,Slime & B,Official cover art for Slime & B by Chris Brown and Young Thug.,,,,Cover,Album,https://a1.mzstatic.com/r40/Music124/v4/81/8e/42/818e4201-66ed-9576-3721-2f6e5bb1be70/886448471837.jpg
Slime & B,Slime & B [Original Cover],"Original cover art for Slime & B by Chris Brown and Young Thug.

Illustration: Katun",,,,Cover,Album,https://pillows.su/f/73cf1b853296fc44960b73c99a0e4481
Slime Language 2,Slime Language 2,"Official cover art for Slime Language 2 by Young Stoner Life, Young Thug and Gunna.",,,,Cover,Album,https://a1.mzstatic.com/r40/Music125/v4/d4/e7/ba/d4e7ba74-db0f-83c9-547b-cf17ee03a138/810043685283.jpg
Slime Language 2,Slime Language 2 [Draft],Best Available Resolution: 2048x2048,,,,Cover,Album,
Slime Language 2,Slime Language 2 (Deluxe),"Official cover art for Slime Language 2 (Deluxe) by Young Stoner Life, Young Thug and Gunna.",,,,Cover,Album,https://a1.mzstatic.com/r40/Music115/v4/f0/d4/32/f0d43217-76dd-a51a-38a9-d9140beaabb2/810043685498.jpg
Slime Language 2,,,,,,Cover,Single,
