Era,Name,Notes,Track Length,File Date,Leak Date,Available Length,Quality,Link(s)
Watch My Back,"✨Think I
(prod. UglyFriend)","OG Filename: lucki prod uglyfriend mix by marcelo
Leaked by UglyFriend on April 30, 2020.",1:46,,"Apr 30, 2020",OG File,CD Quality,https://krakenfiles.com/view/WE3huH76Eo/file.html
Almost There,"✨LA
(prod. Lukrative & F1LTHY)
(No Flaws)","OG Filename: Lucki LA 1_bnce
Leaked on April 22, 2020.",2:16,,"Apr 22, 2020",OG File,CD Quality,https://imgur.gg/f/qOciC7n
Freewave 3,"Funny Guys
(prod. DopamineFiend)
(Talents To The Sun)","OG Filename: AUDIO_1307
Leaked on April 7, 2020.",1:23,,"Apr 7, 2020",OG File,CD Quality,https://imgur.gg/f/ghl0XrK
Freewave 3,"⭐️Hibachi [V1]
(with UnoTheActivist) (prod. WhoIsJiggi)","OG Filename: uno x lucky draft 1
Version with a LUCKI verse filling the open verse on the released version. ",3:50,,"Feb 29, 2020",OG File,CD Quality,https://krakenfiles.com/view/yNsnzDBfzT/file.html
Days B4 III,"⭐️Say Less
(prod. captaincrunch & DJ Eway)
(Foggy Days)","OG Filename: SAY_LESS
Previewed in 2019. Leaked on February 24, 2020.",1:48,,"Feb 24, 2020",OG File,High Quality,https://krakenfiles.com/view/hPo1IGY5Lf/file.html
Days B4 III,"✨Last Year
(prod. DJ Eway)","OG Filename: Lucki - 20_01
Previewed in September 2019. Previewed again on December 19, 2019 via LUCKI's Instagram live. Leaked on February 23, 2020.",1:28,,"Feb 23, 2020",OG File,CD Quality,https://krakenfiles.com/view/7kUFEhtX4J/file.html
Days B4 III,"✨Stupid Hoes
(prod. Vdrian & Callari)","OG Filename: Lucki 3
Previewed on June 18, 2019 via LUCKI's Instagram story. Previewed again on July 3, 2019 via LUCKI's Instagram live. Previewed a third time on July 10, 2019 via LUCKI's Instagram story. Leaked on January 27, 2020.",2:08,,"Jan 27, 2020",OG File,High Quality,https://krakenfiles.com/view/7QOdBSRbz3/file.html
Days B4 III,⭐️Fake Hoe,"OG Filename: Lucki-Fake Hoe
Previewed on June 20, 2019 via LUCKI's Instagram live. Previewed again on September 1, 2019 via LUCKI's Instagram. Previewed a third time on December 19, 2019 via LUCKI's Instagram live. Leaked on January 22, 2020.",2:26,,"Jan 22, 2020",OG File,High Quality,https://krakenfiles.com/view/gss6v1VwHF/file.html
Days B4 III,"⭐️Nothing
(prod. DJ Eway)","OG Filename: 01 lucki29 2
Previewed on July 12, 2019 via LUCKI's Instagram live. Previewed again on December 19, 2019 via LUCKI's Instagram live. Leaked on December 20, 2019.",2:23,,"Dec 20, 2019",OG File,High Quality,https://krakenfiles.com/view/eHViuKYk4t/file.html
Freewave 3,"⭐️Trooper
(prod. Condo)","OG Filename: LARRY PAGE 141
Leaked on October 2, 2019.",0:54,,"Oct 2, 2019",OG File,CD Quality,https://krakenfiles.com/view/LcGodUFWZ9/file.html
Freewave 3,"On One Hand
(prod. Atu)","Leaked on September 10, 2019.",,,"Sep 10, 2019",Full,High Quality,https://krakenfiles.com/view/hkOvUvuFVS/file.html
DAYS B4 II EP,"✨Do You Worry
(prod. DopamineFiend)
(4 do you worry)","OG Filename: 4. DO U WORRY
Leaked via underw6ter on September 8, 2019. Track 9 on the tracklist for Better Days.",,,"Sep 8, 2019",OG File,CD Quality,https://krakenfiles.com/view/Px2eBtoy9y/file.html
DAYS B4 II EP,"⭐️Call Me Whenever
(prod. Forza)
(Switchlanes Outro)","OG Filename: CALL ME WHENEVER_KKmix3
Slowed down snippet of the track was previewed at the end of the Switchlanes video released on May 8, 2018. LUCKI would later preview the song on April 9, 2019. The song would end up getting leaked on August 10, 2019. OG file leaked on March 4, 2026.",1:49,,"Aug 10, 2019",OG File,CD Quality,
DAYS B4 II EP,"✨Invitation
(prod. Marcusbasquiat)","OG Filename: 01 Lucki-invitation-KK1
Previewed on May 17, 2018 via LUCKI's Instagram story. Leaked on June 14, 2019.",1:55,,"Jun 14, 2019",OG File,CD Quality,https://krakenfiles.com/view/uts9i6vuEA/file.html
Freewave 3,"⭐️Sessions
(prod. Yung Icey)","Leaked on May 29, 2019.",,,"May 29, 2019",Full,High Quality,https://krakenfiles.com/view/lpNxknAa6K/file.html
Freewave 3,"Hi-Tech
(prod. Plu2o Nash)","OG Filename: 12 Www
Previewed in 2018 via LUCKI's Instagram live. Leaked on May 7, 2019.",2:37,,"May 7, 2019",OG File,CD Quality,https://krakenfiles.com/view/pUaRHuPjJy/file.html
DAYS B4 II EP,"⭐️Distractions
(prod. DopamineFiend)
(Focused, Distractions41)","OG Filename: distractions41
Track 15 on the tracklist for Better Days. CD Quality snippet previewed in August 2018. Leaked on May 6, 2019.",2:05,,"May 6, 2019",OG File,CD Quality,https://krakenfiles.com/view/dWWZBIyR8X/file.html
DAYS B4 II EP,"Knodd Off
(prod. Marcusbasquiat)
(Nod Off)","OG Filename: LUCKI_knodd
Leaked on February 20, 2019.",2:08,,"Feb 20, 2019",OG File,CD Quality,https://imgur.gg/f/diAjYqU
Freewave 3,"See Through
(prod. Plu2o Nash)","Leaked on February 20, 2019.",,,"Feb 20, 2019",Full,High Quality,https://krakenfiles.com/view/epefbGfX4d/file.html
DAYS B4 II EP,"Sacred [V2]
(prod. Marcusbasquiat)","Contains a shortened version of the outro. Leaked on September 26, 2018.",,,"Sep 26, 2018",Full,High Quality,https://krakenfiles.com/view/VwwEN5cdsa/file.html
Watch My Back,"3 Percs
(prod. BrentRambo & UglyFriend)","Leaked on July 30, 2018.",,,"Jul 30, 2018",Full,High Quality,https://krakenfiles.com/view/dn6ayRGU9Z/file.html
Watch My Back,"Like U Should
(prod. Plu2o Nash)","Leaked on July 6, 2018.",,,"Jul 6, 2018",Full,High Quality,https://krakenfiles.com/view/932i4rfA5o/file.html
DAYS B4 II EP,"In My Eye
(feat. Cardiac) (prod. StoopidXool)","Leaked on June 24, 2018.",,,"Jun 24, 2018",Full,CD Quality,
DAYS B4 II EP,"The One
(prod. SoMuchSauce & Cortdot)
(The Basic)","OG Filename: Lucki - The One
Leaked on June 5, 2018.",1:04,,"Jun 5, 2018",OG File,High Quality,https://krakenfiles.com/view/xb0RLaYYdv/file.html
DAYS B4 II EP,"✨Die Hard
(prod. DopamineFiend)","Leaked on May 29, 2018.",,,"May 29, 2018",Full,High Quality,https://krakenfiles.com/view/5sfKWIppM1/file.html
DAYS B4 II EP,"Timers
(prod. Marcusbasquiat)","Leaked on April 28, 2018.",,,"Apr 28, 2018",Full,Low Quality,https://krakenfiles.com/view/sbHGdyLgl1/file.html
DAYS B4 II EP,"Trust Issues
(prod. Marcusbasquiat)","Leaked on March 17, 2018.",,,"Mar 17, 2018",Full,High Quality,https://krakenfiles.com/view/ktLLgyuK6N/file.html
DAYS B4 II EP,"Done
(prod. Propane Lord & DopamineFiend)","Leaked on January 29, 2018.",,,"Jan 29, 2018",Full,High Quality,https://krakenfiles.com/view/EfngA7Kmyj/file.html
DAYS B4 II EP,⭐️Blue Perc,"Leaked on January 1, 2018.",,,"Jan 1, 2018",Full,High Quality,https://krakenfiles.com/view/CpdpX838yf/file.html
Watch My Back,"⭐️Pull Up Wit Ah Stick 
(feat. Warhol.SS) (prod. Lil Voe)","Leaked on December 31, 2017.",,,"Dec 31, 2017",Full,High Quality,https://krakenfiles.com/view/Zk65Ie5Ga8/file.html
Watch My Back,"✨Pump Fakin'
(prod. Cortdot)","Leaked on November 30, 2017.",,,"Nov 30, 2017",Full,High Quality,https://krakenfiles.com/view/L2EzMNpE4X/file.html
DAYS B4 II EP,Coffin*,"Previewed on June 14, 2017.",,,"Jun 14, 2017",Snippet,Recording,https://imgur.gg/f/tdu13P6
DAYS B4 II EP,"🏆Flute
(prod. Callari)","Previewed on June 14, 2017.",,,"Jun 14, 2017",Snippet,Recording,"https://imgur.gg/f/dQmETlc
https://imgur.gg/f/yd2lusL"
Watch My Back,What Ya Life Like,"Leaked on March 27, 2017.",,,"Mar 27, 2017",Full,High Quality,https://krakenfiles.com/view/EQfIBdSxH9/file.html
