Era,Name,Notes,Length,Release Date,Type,Streaming,Link(s)
WITHERED,"Where Did You Go? - Bonus Track
[prod. Mike Zara & Noah Ehler]",,,"May 30th, 2025",Other,Yes,https://open.spotify.com/track/6CohgkgDKySHh8POZk6xBs?si=3cff34409e9641f1
WITHERED,"Bryant Barnes - I'd Rather Pretend
(feat. d4vd) [prod. Andrew Luce & Bryant Barnes]",,,"September 13th, 2024",Other,Yes,https://open.spotify.com/track/1NHflT1W5O7fntEXN9rfe9?si=431054fcbd724ed7
WITHERED Deluxe: Marcescence,Is This Really Love? - A COLORS SHOW,"Live performance of ""Is This Really Love?"" hosted by COLORS.",,"May 27th, 2025",Other,Yes,https://open.spotify.com/track/1cxCfIcMvt1mNvNWKLY6yP?si=lhLX1kIjTsi1W8eEp0n7Qw
WITHERED Deluxe: Marcescence,Sky (Live) - Spotify Live Room,"Live performance of ""Sky"" made for Spotify's Live Room performances.",,"June 23rd, 2025",Other,Yes,https://open.spotify.com/track/2GjcxrXrRZD1DwqDRNti89?si=M0itzr9PRt6-z7kQLW4zjg
WITHERED Deluxe: Marcescence,Somewhere In The Middle (Live) - Spotify Live Room,"Live performance of ""Somewhere In The Middle"" made for Spotify's Live Room performances.",,"June 23rd, 2025",Other,Yes,https://open.spotify.com/track/3M3yFSrgmfmngDTXWsHRQC?si=Vh1s8hfySi2IE2VJ2PenNg
WITHERED Deluxe: Marcescence,"Always Love
(feat. Hyunjin) [prod. Andrew Luce & LeeLee]","Single released with Stray Kids member Hyunjin on June 17th, 2025. Track 8 on ""WITHERED Deluxe: Marcescence"".",,"June 27th, 2025",Single,Yes,https://open.spotify.com/track/1WKafez8TM4dVYlSsxi6dS?si=_nwUHJ6kQxWKigvW-x3PmA
WITHERED Deluxe: Marcescence,"L.O.V.E.U.
(feat. hannah bahng) [prod. Luke Costelloe & Andrew Luce]","Single released with hannah bahng on August 1st, 2025. Track 5 on ""WITHERED Deluxe: Marcescence"".",,"August 1st, 2025",Single,Yes,https://open.spotify.com/track/1fdJovNYzsGgh7jv4qBckQ?si=b7aaee38c3a948f4
WITHERED Deluxe: Marcescence,"Locked & Loaded - Official Fortnite Anthem
[prod. Jack Laboz & Jonah Shy]","Song recorded for Fortnite to be their official anthem. Released on September 3rd, 2025.",,"September 3rd, 2025",Single,Yes,https://open.spotify.com/track/4ipGjejGLalq6rCtK7Mmom?si=838fb39899364d49
WITHERED Deluxe: Marcescence,"Kali Uchis - It's Just Us
(writ. David Burke) [prod. Dan Darmawan]","Track 4 on Kali Uchis' album ""Sincerely,"". Has writing credits from d4vd.",,"May 9th, 2025",Other,Yes,https://open.spotify.com/track/78oIDxTChs1EJrQwUc931r?si=4dd1ecd606b34235
WITHERED Deluxe: Marcescence,"Damiano David - Tangerine
(feat. d4vd) [prod. John Hill & Sammy Witte]","Track 9 on Damiano David's album ""FUNNY little FEARS"". Released as a single on May 15th, 2025. Has a feature from d4vd.",,"May 15th, 2025",Feature,No,https://pillows.su/f/b356ead1e4bd949009e416f9b46d9e21
WITHERED Deluxe: Marcescence,"JasonTheWeen - Summer Uptown
(feat. d4vd) [prod. Peril]","Single released by JasonTheWeen and d4vd. Recorded on stream. Original file leaked on May 2nd, 2026.",,"July 9th, 2025",Feature,Yes,"1. https://open.spotify.com/track/6NarIXlTbRfD9WU7YvXSTM?si=7DMniK-JQ2-uMBs-eTLd6w
2. https://pillows.su/f/93bf8af2ef0e785408bb389a2b355797"
