Era,Name,Notes,File Date,Leak Date,Full Length,BPM,Available Length,Quality,Link(s)
HAPPY 2 BE HERE,"Make It Make Sense
(feat. Pharrell Williams & Latto) (prod. Neptunes)",Session confirmed to exist by waterfalls as he was selling it. Nothing else known.,,,,,Confirmed,Not Available,N/A
HAPPY 2 BE HERE,"Consequence - Thanks Ye
(feat. Ant Clemons, KayCyy & BONGO ByTheWay) (prod. BONGO ByTheWay, Consequence, Arden Altino & Zack Djurich)","OG Filename: Thanks Ye INSTRUMENTAL & Thanks Ye Accapella
Oficially released stems for Thanks Ye as apart of a remix contest.","Feb 28, 2020",,3:11,91,OG File,Lossless,https://pillows.su/f/aaccbda6b3c8e9c66a9ef32ff2f96df8
LOVE.$WEAT.TEAR$,"Latto - Sunshine
(ref. Ant Clemons) (prod. BONGO ByTheWay)","OG Filename: Copy of Sunshine_Ant x Bongo 128 Eb
Session for ""Sunshine"" when Ant Clemons was in the studio with Latto from 2021.","Aug 5, 2021","Jan 16, 2023",,128,OG File,Not Available,N/A
