Era,Name,Notes,Length,Release Date,Type,Streaming,Link(s)
MANSION MUSIK,"ATLANTIS [Music Video]
(feat. Chief Keef) (prod. SJR & 1p$ilocybin)","Official music video for track 2 on MANSION MUSIK, directed by Nolan Riddle.",4:27,"Jan 20, 2023",Other,No,https://www.youtube.com/watch?v=D6uhDK_u-2s
MANSION MUSIK,"Big Jump - No Flip Flops
(feat. Trippie Redd)",Track 6 on The Great Ape. The original song is from 2018.,3:25,"Jan 31, 2023",Feature,Yes,https://open.spotify.com/intl-fr/track/6geiT5cRocSBZHq9sywrLi?si=e521521e704445d2
MANSION MUSIK,"ATLANTIS (Re-release)
(prod. SJR & 1p$ilocybin)",Track 2 on MANSION MUSIK. This is a re-released version of the song that doesn't have Chief Keef's verse.,2:06,"Oct 12, 2023",Album Track,Yes,https://open.spotify.com/track/4JM13iLDHeiRaY602CriPf?si=3a0ea58482684aad
MANSION MUSIK,"ROCK OUT (Re-Release)
(prod. BrentRambo & Hitmula)",Track 21 on MANSION MUSIK. This is a re-released version of the song that doesn't have Chief Keef's verse.,1:17,"Oct 12, 2023",Other,Yes,https://open.spotify.com/track/0Be0EcTrHghSZW7eNruBSi
"16 Album Track(s)
3 Single(s)
13 Feature(s)
13 Music Video(s)
0 Other","A Love Letter To You 5
(555, Post-MANSION MUSIK)","(Jan 20, 2023) (MANSION MUSIK is released)
(Aug 11, 2023) (A Love Letter To You 5 is released)",,,Other,,
A Love Letter To You 5,"BIGGEST BIRD [Music Video]
(feat. Summrs) (prod. Zodiac & PAX)","Official music video for track 16 on MANSION MUSIK, directed by Nolan Riddle.",3:00,"Jan 24, 2023",Other,No,https://www.youtube.com/watch?v=99lxn6QpsxA
A Love Letter To You 5,"MUSCLES [Music Video]
(feat. Lil Durk) (prod. UK24, ​star boy, Igor Mamet, HNRZHUNTER & Peter Jideonwo)","Official music video for track 10 on MANSION MUSIK, directed by Nolan Riddle.",3:32,"Jan 26, 2023",Other,No,https://www.youtube.com/watch?v=syVnorS_BeI
A Love Letter To You 5,"Doodie Lo - Who You Are [Music Video]
(feat. Trippie Redd) (prod. DJ Bandz, Prodbymeralless & Jimmy Meech)",Official music video for track 21 on Lil Durk Presents: Loyal Bros 2.,2:22,"Jan 27, 2023",Other,No,https://www.youtube.com/watch?v=SCLsgcmGTak
A Love Letter To You 5,"Chris King - Can't Go 4 Your Love
(feat. Trippie Redd & Goldie) (prod. Hammad Beats)",Track 18 on The Green Tape.,3:45,"Feb 13, 2023",Feature,Yes,https://open.spotify.com/track/3gP4hsAUCjuNgSKDiK8nrf?si=760f324d81c844af
A Love Letter To You 5,"tana - katch me outside [Music Video]
(feat. Trippie Redd) (prod. UK24 & ​twoprxducers)","Official music video for track 3 on GAULTIER (Bonus Version), directed by Nolan Riddle.",1:51,"Feb 24, 2023",Other,No,https://www.youtube.com/watch?v=bGv9GYK27Z0
A Love Letter To You 5,"tana - katch me outside
(feat. Trippie Redd) (prod. UK24 & ​twoprxducers)","Track 3 on GAULTIER (Bonus Version). 
“katch me outside” was initially previewed in July of 2021 through Trippie’s Instagram in a now-deleted post.",1:46,"Feb 24, 2023",Feature,Yes,https://open.spotify.com/track/1gHveeoH707woaiUNyjBQe?si=282540da5c4e4091
A Love Letter To You 5,"WHO ELSE? [Music Video]
(feat. Rich The Kid) (prod. Loesoe, Igor Mamet, HNRZHUNTER & Peter Jideonwo)","Official music video for track 15 on MANSION MUSIK, directed by DotComNirvan.",2:27,"Mar 14, 2023",Other,No,https://www.youtube.com/watch?v=5mibeP04itw
A Love Letter To You 5,"Lil Keed - Get Money
(feat. Trippie Redd) (prod. DJ SIDEREAL, LeviBandito, Cooper Vengrove & Repko)",Track 7 on Keed Talk to ’Em 2.,3:26,"Mar 17, 2023",Feature,Yes,https://open.spotify.com/track/3jtcgtFyeo2hv0nHkA0FdR?si=43ac178772b143c2
A Love Letter To You 5,"Yung Nation - Still Crucial [Music Video]
(feat. Trippie Redd & Fooly Faime)","Released on YouTube via Yung Nation, shot and directed by Joe Hood & VFXJAZZ.",3:06,"Mar 24, 2023",Other,No,https://www.youtube.com/watch?v=T_EI0LCwp0I
A Love Letter To You 5,"Chris King - Dallas
(feat. Trippie Redd, Chills, & Josh A) (prod. Unkle Ricky, AVGOTDRIP & Shea Michael)",March 2023 feature.,2:58,"Mar 31, 2023",Feature,Yes,https://open.spotify.com/track/6hYmosHUxXb7sycXK5gAtC?si=6f8f17e73d3c4606
A Love Letter To You 5,"Buddah Bands - Rarri2Geeked
(feat. Trippie Redd) (prod. Dreamawake & KeyKelly)",April 2023 feature.,3:14,"Apr 7, 2023",Feature,Yes,https://open.spotify.com/track/3mRIV0E2ybcKlk71vIXSHD?si=4b6bbffc7ef047fb
A Love Letter To You 5,"Just Juice - Sweeter Scars
(feat. Trippie Redd & Logic) (prod. Prod3am)","A track meant for the project, ""UP IN FLAMES.""",3:40,"Apr 28, 2023",Feature,Yes,https://open.spotify.com/track/5gqsRd3x46C7dkVDNPIQ6H?si=6e700f6517b445ae
A Love Letter To You 5,"Rvssian - Sixteen [Music VIdeo]
(feat. Trippie Redd & Vybz Kartel) (prod. Rvssian & Dinay Beats)",Released on YouTube via Rvssian.,2:49,"Jun 1, 2023",Other,No,https://www.youtube.com/watch?v=K-s-8oQlOd4
A Love Letter To You 5,"Rvssian - Sixteen
(feat. Trippie Redd & Vybz Kartel) (prod. Rvssian & Dinay Beats)",June 2023 feature.,2:53,"Jun 1, 2023",Feature,Yes,https://open.spotify.com/track/2HZphTYchmvBQL2ejpNSoq?si=6241dd3f35234e6c
A Love Letter To You 5,"Zzz - Sad & Alone
(feat. Trippie Redd) (prod. FRANKIEONTHEGUITAR, Cxdy, ProdLau, Haan & Josh O’Brien)","A track meant for the project, ""MIRACLE MILE.""",2:45,"Jun 2, 2023",Feature,Yes,https://open.spotify.com/track/7dinBECf2hNhnawGdAGT2B?si=b1fd8f1fe9ea4278
A Love Letter To You 5,"Zzz - Sad & Alone [Music VIdeo]
(feat. Trippie Redd) (prod. FRANKIEONTHEGUITAR, Cxdy, ProdLau, Haan & Josh O’Brien)","Released on YouTube via Zzz., directed by Nolan Riddle.",2:49,"Jun 7, 2023",Other,No,https://www.youtube.com/watch?v=6-B-j7rkVFQ
A Love Letter To You 5,"Rob49 - My Hittas
(feat. Trippie Redd) (prod. Loesoe, CuBeatz, Klimperboy & Saif)",Track 16 on 4GOD II.,1:56,"Jun 9, 2023",Feature,Yes,https://open.spotify.com/track/5xNrcrafwss8hfkVTGqP9M?si=72e862c6df3843d6
A Love Letter To You 5,"Took My Breath Away
(feat. Skye Morales) (prod. Igor Mamet, 808-H & BBYKOBE)",Track 16 on A Love Letter To You 5. The lead single for the project,3:00,"Jun 16, 2023",Single,Yes,https://open.spotify.com/track/60ZBVsi7jhY5aIZDpa2XJi?si=dded45c26d204bd5
A Love Letter To You 5,"Took My Breath Away [Music VIdeo]
(feat. Skye Morales) (prod. Igor Mamet, 808-H & BBYKOBE)","Official music video for track 16 on A Love Letter To You 5, directed by @lorisrussier.",3:06,"Jun 16, 2023",Other,No,https://www.youtube.com/watch?v=-qfcmZLR1Tw
A Love Letter To You 5,"Poundside Pop - From The Block [Music VIdeo]
(feat. Trippie Redd) (prod. UK24)","Released on YouTube via Poundside Pop, directed by Visuals by Luke.",1:45,"Jun 23, 2023",Other,No,https://www.youtube.com/watch?v=pL_RMKkd3iw
A Love Letter To You 5,"Tory Lanez - Hurts Me [V1]
(feat. Trippie Redd) (prod. Yoko Gold & Chaz Jackson)",The original version of Hurts Me that released on YouTube. This version contains no vocals from Yoko Gold and different mixing.,2:35,"Jun 23, 2023",Feature,No,https://www.youtube.com/watch?v=oLDvV_JfjI4
A Love Letter To You 5,"Tory Lanez - Hurts Me [V2]
(feat. Trippie Redd & Yoko Gold) (prod. Yoko Gold & Chaz Jackson)",Released as a single from Tory at first then became track 20 on A Love Letter To You 5 as a bonus track.,2:20,"Jun 27, 2023",Feature,Yes,https://open.spotify.com/track/0RBw4ODUQPO4cuAOZtBGga?si=8bcc7ff64c5b4f5a
A Love Letter To You 5,"Last Days
(prod. Zodiac & PAX)",Track 2 on A Love Letter To You 5. The second single for the project.,2:34,"Jul 25, 2023",Single,Yes,https://open.spotify.com/track/7Cod22C0mM632jZbZBfqvH?si=e6b21dcbe2034963
A Love Letter To You 5,"Goldie14 - Cuttin Up
(feat. Trippie Redd) (prod. Chopsquad DJ)",A single from Goldie14 featuring Trippie Redd.,3:10,"Jul 28, 2023",Feature,Yes,https://open.spotify.com/track/23Empsq04inAUjmrF4qanf?si=5c10228714354141
A Love Letter To You 5,"Left 4 Dead
(prod. Igor Mamet, Aldae, BBYKOBE, Charlie Coffeen, FRAXILLE, Chef Boyar Dru & 1Mind)",Track 13 on A Love Letter To You 5. The third single for the project.,1:58,"Aug 4, 2023",Single,Yes,https://open.spotify.com/track/5TYuLyU5zNBp8N1qnDkKAY?si=8c3e9d9dd5c94740
A Love Letter To You 5,"Left 4 Dead [Music VIdeo]
(prod. Igor Mamet, Aldae, BBYKOBE, Charlie Coffeen, FRAXILLE, Chef Boyar Dru & 1Mind)","Official music video for track 13 on A Love Letter To You 5, directed by Glenn Michael/ Kid. Studio, produced by Janelle Lee.",2:24,"Aug 4, 2023",Other,No,https://www.youtube.com/watch?v=zfQ1yYupOJA
A Love Letter To You 5,"Buzz [Music VIdeo]
(prod. Supah Mario)",Released with music video on YouTube via ChrisLongFilms.,2:03,"Aug 10, 2023",Other,No,https://www.youtube.com/watch?v=TEUrR-xoGrU
A Love Letter To You 5,"Take Me Away
(feat. Corbin) (prod. Chef Boyar Dru, Justus West, Trademark & Igor Mamet)",Track 1 on A Love Letter To You 5.,3:21,"Aug 11, 2023",Album Track,Yes,https://open.spotify.com/track/2P6Rxk0HKzVKN7DIgDOc6T?si=66500a3f23b44bc1
A Love Letter To You 5,"Thy Motion
(prod. Igor Mamet & ​niketaz)",Track 3 on A Love Letter To You 5.,2:28,"Aug 11, 2023",Album Track,Yes,https://open.spotify.com/track/3kHaqjYJQAY4p37AbXSoy1?si=540cb7d449934c09
A Love Letter To You 5,"How You Alive
(prod. Igor Mamet, Charlie Coffeen & OZ)",Track 4 on A Love Letter To You 5.,2:55,"Aug 11, 2023",Album Track,Yes,https://open.spotify.com/track/3tcN5k3U3swyy6XFYXYKDT?si=f01d71b6ab854e17
A Love Letter To You 5,"Thinking Bout You
(prod. Greg Sekeres, Hammad Beats & Igor Mamet)",Track 5 on A Love Letter To You 5.,2:46,"Aug 11, 2023",Album Track,Yes,https://open.spotify.com/track/5h5iXdZfsm6Y3caiH29KOF?si=734f48c80dc84607
A Love Letter To You 5,"Praying 4 Love
(prod. Igor Mamet & Omer Fedi)",Track 6 on A Love Letter To You 5.,2:36,"Aug 11, 2023",Album Track,Yes,https://open.spotify.com/track/3efc1ZMCTGsuLJgpCJCKIt?si=2e8208bb866b4025
A Love Letter To You 5,"Reality
(prod. Igor Mamet & SEB)",Track 7 on A Love Letter To You 5.,2:54,"Aug 11, 2023",Album Track,Yes,https://open.spotify.com/track/5deqlDAHf83FGiOlBKyZHN?si=5bfba10d78144980
A Love Letter To You 5,"A Feeling
(feat. Skye Morales) (prod. Murda Beatz, LaVoyce & Mars)",Track 8 on A Love Letter To You 5.,2:47,"Aug 11, 2023",Album Track,Yes,https://open.spotify.com/track/2HGSTRcTOUQns1oyyyfMwr?si=ca59e6d4a15b4765
A Love Letter To You 5,"Romantic Fantasy
(prod. Igor Mamet & Jai Beats)",Track 9 on A Love Letter To You 5.,2:51,"Aug 11, 2023",Album Track,Yes,https://open.spotify.com/track/698wOhQO9z3pXqlEDGi5TN?si=ab5b71c1fa944cd6
A Love Letter To You 5,"I'm Mad At Me
(feat. Lil Wayne) (prod. Igor Mamet, Anina Shona, BBYKOBE, O12 & ​niketaz)",Track 10 on A Love Letter To You 5.,3:12,"Aug 11, 2023",Album Track,Yes,https://open.spotify.com/track/4Oy4QE9IHBHnmJaWdjZyXl?si=9cfeb94fb3d64130
A Love Letter To You 5,"Closed Doors
(feat. Roddy Ricch) (prod. ​niketaz, Igor Mamet, Puku & OneInThe4Rest)",Track 11 on A Love Letter To You 5.,2:48,"Aug 11, 2023",Album Track,Yes,https://open.spotify.com/track/7HLmj4xIlHt3lIQ6EB87nT?si=0a847ae2c50348f2
A Love Letter To You 5,"Action
(prod. Igor Mamet, Cxdy, FRANKIEONTHEGUITAR & OneInThe4Rest)",Track 12 on A Love Letter To You 5.,2:01,"Aug 11, 2023",Album Track,Yes,https://open.spotify.com/track/0QJX1VZUYbD0jndF2cNHuq?si=e8a2a781d269498f
A Love Letter To You 5,"Wind
(feat. The Kid LAROI) (prod. FNZ, Igor Mamet, DOPAM!NE, AuzTheKid, Anthoine Walters & Ace G)",Track 14 on A Love Letter To You 5.,2:50,"Aug 11, 2023",Album Track,Yes,https://open.spotify.com/track/5zkZkBTygtZcOgWCWzzKB2?si=cdfeaea0afc64637
A Love Letter To You 5,"Helicopter
(feat. Tommy Lee Sparta) (prod. Rvssian & Dinay Beats)",Track 15 on A Love Letter To You 5.,2:22,"Aug 11, 2023",Album Track,Yes,https://open.spotify.com/track/61uYSkscISiskfdEBj0lui?si=3d3145ca9a9d4825
A Love Letter To You 5,"Flowers
(feat. Bryson Tiller) (prod. Igor Mamet, OneInThe4Rest, Luke Crowder, C Gutta, Frev & OgTha3)",Track 17 on A Love Letter To You 5.,2:23,"Aug 11, 2023",Album Track,Yes,https://open.spotify.com/track/6PcGF6R9aRUWorz1lVk8q5?si=dd5e37412c7240f2
A Love Letter To You 5,"The Hate
(prod. Igor Mamet, BBYKOBE & Matt Spatola)",Track 18 on A Love Letter To You 5.,1:55,"Aug 11, 2023",Album Track,Yes,https://open.spotify.com/track/3MLpfSbtjoeIXXEq8rX6i0?si=d2b4ba52919d430d
A Love Letter To You 5,"Trip McKnight
(prod. Honorable C.N.O.T.E.)",Track 19 on A Love Letter To You 5.,2:37,"Aug 11, 2023",Album Track,Yes,https://open.spotify.com/track/2UA5Vu3T1DyaEEYu1ajVDt?si=b363abda5ac94310
A Love Letter To You 5,"Helicopter [Music VIdeo]
(feat. Tommy Lee Sparta) (prod. Rvssian & Dinay Beats)",Official music video for track 15 on A Love Letter To You 5.,2:20,"Aug 11, 2023",Other,No,https://www.youtube.com/watch?v=RFbA7FN3YrM
A Love Letter To You 5,"Sha EK - Who You Touch Pt. 2
(feat. Bandmanrill, Defiant Presents & Trippie Redd) (prod. EMRLD BEATS, JKJMETASCO & Glvck)",Track 2 on Jiggy In Jersey.,2:18,"Aug 11, 2023",Feature,Yes,https://open.spotify.com/track/1zPYNEZl9E3bHtR0TXgh7V?si=8f1e3bbba0b3494f
"7 Album Track(s)
0 Single(s)
5 Feature(s)
1 Music Video(s)
1 Other","Saint Michael
(DruggerDrugger1)","(Aug 11, 2023) (A Love Letter To You 5 is released)
(Nov 10, 2023) (Saint Micheal is released)",,,Other,,
Saint Michael,"K Suave - Comfortable 3
(feat. Trippie Redd & Skye Morales) (prod. Skeyez)",Track 15 on Midnight in Malibu.,4:37,"Aug 25, 2023",Feature,Yes,https://open.spotify.com/track/3bWTfWmrno4sgtdFC42Vf0?si=910e07a8e1924aa5
Saint Michael,"EKKSTACY - problems
(feat. Trippie Redd) (prod. Manget$u)",Track 8 on EKKSTACY.,2:32,"Sep 15, 2023",Feature,Yes,https://open.spotify.com/track/6KpF6zZId94bNg4zoz5mIa?si=2b9c7f1c9a2c471b
Saint Michael,"Odetari - I LOVE YOU HOE
(feat. Trippie Redd & 9lives) (prod. 9lives)",October 2023 feature.,2:25,"Oct 4, 2023",Feature,Yes,https://open.spotify.com/track/7uKj06uEtQNK2znEv27u0V?si=d4bb8ebcd8f44b44
Saint Michael,"Chris King - Timeout!
(feat. Trippie Redd) (prod. Igor Mamet)",Track 37 on THE GREEN TAPE (DELUXE).,2:10,"Oct 4, 2023",Feature,Yes,https://open.spotify.com/track/6GjQNBwXAzYvMkoLAd28PP?si=4bbd68823d944fdc
Saint Michael,"Kanii - sins
(feat. Trippie Redd) (prod. DarillisBeats & ​lunas!)
(let me in)",Track 6 on ​it was nice knowing u.,2:44,"Oct 4, 2023",Feature,Yes,https://open.spotify.com/track/7d4NMY87lt1tQZeM8ljq8o?si=d33fee572d354e9e
Saint Michael,"Barbie World
(feat. Rari Kari) (prod. UK24)",A version of Barbie World that features Rari Kari. Not much info is known about this song.,3:03,"Oct 21, 2023",Other,No,https://imgur.gg/f/1cWVwbe
Saint Michael,"Pray 4 Us [Music Video]
(prod. Cash Cobain)","Official music video for track 1 on Saint Michael, visual work done by @huhalex.",3:02,"Nov 9, 2023",Other,No,https://www.youtube.com/watch?v=RC_10yqP8dE
Saint Michael,"Pray 4 Us
(prod. Cash Cobain)",Track 1 on Saint Michael.,2:59,"Nov 10, 2023",Album Track,Yes,https://open.spotify.com/track/09NJWVz1VAUrLFX6pkWxbd?si=47fc1012d3fb4806
Saint Michael,"Van Cleef Island
(prod. Oddwin)",Track 2 on Saint Michael.,2:31,"Nov 10, 2023",Album Track,Yes,https://open.spotify.com/track/6XpOsw4d970xooR27nqHiJ?si=d8390cb8a14240c7
Saint Michael,"1716 Osage
(prod. Trippie Redd, G06 Beatz, Theevoni & ProdByT’Rue)",Track 3 on Saint Michael.,3:12,"Nov 10, 2023",Album Track,Yes,https://open.spotify.com/track/3G6rXu87GYde5bpd82neD1?si=1c8040afae8744c2
Saint Michael,"Ok, Cool
(prod. FLOWRENCY)",Track 4 on Saint Michael.,1:55,"Nov 10, 2023",Album Track,Yes,https://open.spotify.com/track/3xXhXrwIqGUwvQw25dd9iw?si=7575f596be764b0a
Saint Michael,"7am in Ohio
(prod. Zerum, Theevoni, Trippie Redd, Igor Mamet, Matt Spatola & ProdByT’Rue)",Track 5 on Saint Michael.,1:52,"Nov 10, 2023",Album Track,Yes,https://open.spotify.com/track/32ikWV059PDSpRr0RpFRLe?si=5d02461c930246a2
Saint Michael,"Yo Pi’erre Slime
(prod. Pi’erre Bourne)",Track 6 on Saint Michael.,2:45,"Nov 10, 2023",Album Track,Yes,https://open.spotify.com/track/5ozAtLRxkdE8tPbbz6vfAA?si=7a04e5dfacb24ad4
Saint Michael,"Saint Michael Myers
(feat. BANKS) (prod. EMRLD BEATS, A-Lau, Bobby Raps & Igor Mamet)",Track 7 on Saint Michael.,2:33,"Nov 10, 2023",Album Track,Yes,https://open.spotify.com/track/0JctEDWYzRXQEuaWJn2mbc?si=c8c5b726e9494b1a
"10 Album Track(s)
0 Single(s)
0 Feature(s)
1 Music Video(s)
0 Other","Saint Michael V2
(DruggerDrugger1)","(Nov 10, 2023) (Saint Micheal is released)
(Nov 24, 2023) (Saint Michael V2 is released)",,,Other,,
Saint Michael V2,"7am in Ohio [Music Video]
(prod. Zerum, Theevoni, Trippie Redd, Igor Mamet, Matt Spatola & ProdByT’Rue)","Official music video for track 5 on Saint Michael, directed by WAVYLORD, co-directed by @ayevarner, 3D Animations, VFX, and 3D edits by @thpmass & @maxrenn_.",2:08,"Nov 12, 2023",Other,No,https://www.youtube.com/watch?v=38ED5cMyUcE
Saint Michael V2,"#RBDG
(prod. Loesoe & Sim Fane)",Tracks 1 on Saint Michael V2,2:23,"Nov 24, 2023",Album Track,Yes,https://open.spotify.com/intl-fr/track/4xYOqjV4koRag4J5fMZjXm?si=87a2a1ac35c64c4c
Saint Michael V2,"Popular
(with 9lives) (prod. 9lives)",Tracks 2 on Saint Michael V2.,3:08,"Nov 24, 2023",Album Track,Yes,https://open.spotify.com/track/4poDNGO0r2iFHwaKHj3ZmK?si=cd50070ff5864a5f
Saint Michael V2,"Wizard 101
(prod. Igor Mamet, WhatsWrongChase, Gateway & UK24)",Tracks 3 on Saint Michael V2.,2:30,"Nov 24, 2023",Album Track,Yes,https://open.spotify.com/track/1arDriqAv9eDx57nbFa0Fo?si=4a96708c83e34847
Saint Michael V2,"Pepe Lit
(prod. Mo Beats)","Tracks 4 on Saint Michael V2. In early 2024, the song was mysteriously removed from DSPs, vaguely said to be “too difficult” to keep on streaming platforms.",2:44,"Nov 24, 2023",Album Track,No,https://pillows.su/f/7b1c5309796a6e60153d6b1aa6256580
Saint Michael V2,"Snail Shells
(feat. YTB Fatt) (prod. Oddwin)",Tracks 5 on Saint Michael V2.,1:31,"Nov 24, 2023",Album Track,Yes,https://open.spotify.com/track/5KfKTVs63ZZjLepWtTlEot?si=89643ab798954794
Saint Michael V2,"TrippieSuave
(feat. K Suave) (prod. Igor Mamet & K Suave)",Tracks 6 on Saint Michael V2.,1:47,"Nov 24, 2023",Album Track,Yes,https://open.spotify.com/track/1kXRCiNYAYioPE78ATk1EV?si=846e387fca7a4072
Saint Michael V2,"Moncler Coat
(prod. Oddwin)",Tracks 7 on Saint Michael V2.,2:10,"Nov 24, 2023",Album Track,Yes,https://open.spotify.com/track/7vzTWMeFmpoTsqfUuGDljM?si=d8d26118fcf64b0e
Saint Michael V2,"Psychotic Lunatic
(prod. A-Lau, Bobby Raps, EMRLD BEATS & Igor Mamet)",Tracks 8 on Saint Michael V2.,3:46,"Nov 24, 2023",Album Track,Yes,https://open.spotify.com/track/1Wm1681Clu9kWoDNMhErPh?si=5c49a42d8cdb4f68
Saint Michael V2,"#SDWL ;)
(prod. sharkboy & Dynox)",Tracks 9 on Saint Michael V2.,1:51,"Nov 24, 2023",Album Track,Yes,https://open.spotify.com/track/3V6iZwMOWuPhtiq7eVqlJb?si=1b2afa82cb6e493b
Saint Michael V2,"Skeletons
(prod. Igor Mamet, Pirate1Pirate, Young Yanabu, ProdByT’Rue & Splited Stupid)",Tracks 10 on Saint Michael V2. It is unknown on why the song was taken off of streaming services.,2:34,"Nov 24, 2023",Album Track,No,https://pillows.su/f/d5a8070b2ea415a7201401cce569d863
"9 Album Track(s)
2 Single(s)
13 Feature(s)
5 Music Video(s)
0 Other","genre : sadboy
(collaboration with mgk)","(Nov 24, 2023) (Saint Michael V2 is released)
(Mar 29, 2024) (genre : sadboy is released)",,,Other,,
genre : sadboy,"Ok, Cool [Music Video]
(prod. FLOWRENCY)",Official music video for track 4 on Saint Michael.,1:55,"Dec 1, 2023",Other,No,https://www.youtube.com/watch?v=KiJ-m0ILGFE
genre : sadboy,"1716 Osage [Music Video]
(prod. Trippie Redd, G06 Beatz, Theevoni & ProdByT’Rue)",Official music video for track 3 on Saint Michael.,3:14,"Dec 8, 2023",Other,No,https://www.youtube.com/watch?v=IKlgk0gF_fE
genre : sadboy,"Shootem Up - Follow
(feat. Trippie Redd)",Track 7 on Shawn Shootem Michael.,2:38,"Dec 8, 2023",Feature,Yes,https://open.spotify.com/track/1muIVViDFdthLWBeNjnahX?si=557ec36dfbdc4f15
genre : sadboy,"BigSmokeChapo - 50
(feat. Trippie Redd) (prod. Bosley)",Track 4 on SERPENT.,2:47,"Dec 13, 2023",Feature,Yes,https://open.spotify.com/track/7lLsdy8TsvUKebAixdwGLS?si=dcccd517b17648d2
genre : sadboy,"BigSmokeChapo - World Is Yours
(feat. Trippie Redd & Sn8ke) (prod. UK24)",Track 13 on SERPENT.,2:15,"Dec 13, 2023",Feature,Yes,https://open.spotify.com/track/198lYGIpjKnMG1bFsVVEoO?si=8d76363848664956
genre : sadboy,"Mak Sauce - Other Side
(feat. Trippie Redd & Tre Loaded) (prod. Nick Mira & Humblebee)",December 2023 feature.,3:17,"Dec 22, 2023",Feature,Yes,https://open.spotify.com/track/0jGesW3Zrsl3LExzrf9IT8?si=47039c0cc40c47dc
genre : sadboy,"Detains - white tee
(feat. Trippie Redd & trelly connor) (prod. SJR, Ginseng & seanbaby)",Track 4 on Jacob’s Ladder.,2:48,"Dec 24, 2023",Feature,Yes,https://soundcloud.com/detains-745714811/white-tee-ft-trippie-redd
genre : sadboy,"Slimesito - Pray 4 Me
(feat. Trippie Redd) (prod. Bosley & Warlock)",Track 11 on Dedication 2.,4:23,"Dec 25, 2023",Feature,Yes,https://open.spotify.com/track/4f5Y33uSAOJO0vrsQFR7zH?si=623342fdea7744b6
genre : sadboy,"9lives - MULTIMILLIONAIRE
(feat. Trippie Redd & Odetari) (prod. 9lives)",January 2024 feature.,2:01,"Jan 19, 2024",Feature,Yes,https://open.spotify.com/track/4JC0XKvkodYsMurv5khQWI?si=922b074a2a5f47f2
genre : sadboy,"ATL Smook - Yuk! [Music Video]
(feat. Trippie Redd & BEAR1BOSS) (prod. Loesoe & Milanezie)",Released with music video on YouTube via ATL Smook.,2:59,"Feb 9, 2024",Other,No,https://www.youtube.com/watch?v=76t_R0DDLuw
genre : sadboy,"Steady Eating
(feat. Slime Dollaz) (prod. Outtatown, Loesoe & ​star boy)",Hosted on djslimebxll's Soundcloud.,1:54,"Feb 9, 2024",Feature,No,https://soundcloud.com/djslimebxll/trippie-redd-steady-eating-ft?si=13606dbc7c84476eaaac506a98ee76ac&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
genre : sadboy,"ATL Smook - Yuk!
(feat. Trippie Redd & BEAR1BOSS) (prod. Loesoe & Milanezie)",Febuary 2024 feature.,2:36,"Feb 17, 2024",Feature,Yes,https://open.spotify.com/track/3P5W1flkWQyePSqRvCPBtz?si=112206295a7143f3
genre : sadboy,"Zelly Ocho - V14D
(feat. Trippie Redd) (prod. Loesoe & Seal)",Track 6 on #2LV (2nd Lost Vlad).,2:16,"Feb 21, 2024",Feature,Yes,https://open.spotify.com/track/4TcszHUOYieNWkw3YjJYkj?si=984392b995e74969
genre : sadboy,"m$sha - TIL THE END
(feat. Trippie Redd & Thee JAE) (prod. Sergio Cortez, DBurns, Treehouz & Jon Buscema)",March 2024 feature.,2:36,"Mar 8, 2024",Feature,Yes,https://open.spotify.com/track/4TcszHUOYieNWkw3YjJYkj?si=984392b995e74969
genre : sadboy,"LWRW
(prod. Chopsquad DJ)
(Left Wrist, Right Wrist)","The lead single to the upcoming project. The song was fully previewed by Chopsquad DJ on Feburary 13, 2024, then was teased for release on March 4th, 2024.",2:39,"Mar 15, 2024",Single,Yes,https://open.spotify.com/track/00KKtPfUBjO1k8Yn8dmJKZ?si=914a00534fdd4f8e
genre : sadboy,"LWRW [Music Video]
(prod. Chopsquad DJ)
(Left Wrist, Right Wrist)","This version of the song contains extra adlibs. It's very noticable on the part where he says ""I need an abortion.""",2:38,"Mar 15, 2024",Other,No,https://www.youtube.com/watch?v=eWEptdUl4F8
genre : sadboy,"Fijimacintosh - BOLAN CUTS
(feat. Trippie Redd) (prod. waggonkid & 1017dmt)",March 2024 feature.,3:34,"Mar 22, 2024",Feature,No,https://soundcloud.com/fijimacintosh/fijimacintosh-trippie-redd-bolan-cuts?si=c2d7e696dd024eea9eaf6c19ee2c67d3&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
genre : sadboy,"Fijimacintosh - GTA
(feat. Trippie Redd) (prod. w1erdo)",March 2024 feature.,3:01,"Mar 22, 2024",Feature,No,https://soundcloud.com/fijimacintosh/fijimacintosh-trippie-redd-gta
genre : sadboy,"lost boys
(prod. Charlie Handsome, SlimXX, Hoskins & BazeXX)",Track 1 on genre : sadboy. The lead single of the project.,2:41,"Mar 26, 2024",Single,Yes,https://open.spotify.com/track/05TrHslexQPuqW3bGjYnin?si=20494e099ade4f95
genre : sadboy,"lost boys [Music Video]
(feat. mgk) (prod. Charlie Handsome, SlimXX, Hoskins & BazeXX)","Official music video for track 1 on genre : sadboy, directed by Sam Cahill",2:41,"Mar 26, 2024",Other,No,https://www.youtube.com/watch?v=jDDb0Jyd5HA
genre : sadboy,"beauty
(prod. SlimXX, Charlie Handsome & BazeXX)",Track 2 on genre : sadboy.,3:16,"Mar 29, 2024",Album Track,Yes,https://open.spotify.com/track/4kXOuF3EGVS3YGrpbfdT3n?si=1b710b52a8da4247
