Year,YearTotal,Era,Name,Content,Price,Start,End,Type,Status,Link
Unknown,,Lil Uzi Vert vs. The World 2 [V1],"3 Bands
(prod. Oogie Mane)
(Leaving, Lambo)","- Main Song -
3 Bands (Leaving, Lambo)

Was announced by @okayverycool to be the next song that was getting ran. However, got forceleaked later in the day after the song was revealed to be this.",-,-,-,Blind,Force Leaked,N/A
2025,,Pink Tape [V3],"🥉 How Much
(prod. Brandon Finessin & Only1Shredder)
(CEO)","- Main Song -
How Much (CEO)

Buy also announced by @okayverycool, he accidentally played a snippet of the song's intro in vc confirming he already had the song in posession.","$1,250","Apr 26, 2025","Apr 27, 2025",Normal,Completed,N/A
2025,,Lil Uzi Vert vs. The World 2 [V1],"🏆Dick Ridin'
(prod. Forza & Oogie Mane)
(Mission, On A Mission)","- Main Song -
Dick Ridin' (Mission)

Buy announced by @okayverycool and also revealed to be mission and the buy instantly got over $1k donated as soon as it opened. The last $2k was finished in just a few hours. Some of the money had cap so that took another couple hours to finish up.","$3,000","Apr 26, 2025","Apr 26, 2025",Normal,Completed,N/A
2025,,Pink Tape [V3],"🥉 Step On It
(prod. Brandon Finessin)
(Racks Up)","- Main Song -
Step On It (Racks Up)

Buy announced by @okayvery cool saying if it finished by midnight more grails would be ran.","$1,250","Apr 25, 2025","Aug 25, 2025",Normal,Completed,N/A
2025,,Multiple Eras,x5 Blind Pack #2,"- Main Songs (Blind) -
10 AP (2021?)
Doing Too Much (2021?)
I Get Geeked (2018)
Not So Crazy (No Children) (2018?)
So Many Foreigns (2018?)

- Bonuses - 
Jeep (2021?) (At $5,000 Raised)

Announced by @wheezy, this pack is said to have a mix of all eras with some wanted stuff in it. A bonus song will be added potentially at the end for free or earlier on in the buy.","$5,000","Apr 17, 2025","Apr 21, 2025",Blind,Completed,N/A
2025,,Multiple Eras,x4 Blind Pack,"- Main Songs (Blind) -
By The Two (2018)
Slow Lane (No Name) (2021)
Too Hard (2018)
Unusual (UFO) (2021)

- Bonuses - 
Mad (At $4,000 Raised)
Richard Mille (At $4,000 Raised) 
One of the 2021 songs was another bonus, not 100% which one it was so I just chose Richard Mille

Announced by @wheezy, all 4 tracks are previewed with various eras. A bonus track with an open verse will be added for free.","$4,000","Apr 10, 2025","Apr 12, 2025",Blind,Completed,N/A
2025,,Multiple Eras,x3 Blind Pack,"- Main Songs (Blind) -
DGAF (2018)
Fall In Love (Love's Not True) (2021)
Rocky Balboa (2021)

Announced by @wheezy, OMGOTMG  another pack of songs, only three this time but still nice. Buy finished in like sub 2 hours cus stewie dropped money on it.","$3,000","Apr 5, 2025","Apr 5, 2025",Blind,Completed,N/A
2025,,Multiple Eras,x5 Blind Pack #1,"- Main Songs (Blind) -
Harley (2018)
I Don't Lack Much (2019)
One More Time (2018)
Sorbet (Teardrops, Heartstop) (2020)
Watch How (Shake My Hand, Enemies) (2018)

Announced by @wheezy, WOWOWO another pack of songs! this time we have 4 songs and maybe they are good also. A 5th song was added later in the day the buy opened.","$4,000","Apr 3, 2025","Apr 5, 2025",Blind,Completed,N/A
2025,,Multiple Eras,x6 Blind Pack #2,"- Main Songs (Blind) -
Backpack (Deceased) (2021)
Gone So Long (Count My Rolls) (2019)
I Did Everything (Hunter, Worst Way) (2018)
New Day (Today Is a New Day) (2019)
Remember My Name (No Brain) (2020)
Whatever You Say (Money Fetish) (2020)

- Bonuses - 
x22 Free Leaks (Technically a bonus)


Announced by @wheezy, same deal as last gb pack but this time 3 pre and 3 post 2020s are the songs. All songs are previewed.","$6,000","Mar 28, 2025","Apr 3, 2025",Blind,Completed,N/A
2025,,Multiple Eras,x6 Blind Pack #1,"- Main Songs (Blind) -
Can't Lose (I Can't Snooze) (2018)
Go Up (2018)
Here's A Rose (Do You Love Me) (2020)
More Hundreds (Canary, Closure 2) (2017/2017)
Most Hated [V2] (Ketamine, Tranquillizer) (2022)
Rejection (Reflection) (2022)

- Bonuses -
Most Hated [V1]

Put up by @okayverycool saying that a total of 6 songs would be ran, $1k total for each song in the pack. Some of these songs are claimed to be heavily wanted by the com.","$6,000","Mar 23, 2025","Mar 27, 2025",Blind,Completed,N/A
2025,,Multiple Eras,Blind Wanted 2021 + Pre 2020 Unheard,"- Main Songs (Blind) -
Cold Like December (Vetements) (2018)
Lean (2021)

- Bonuses -
Don't Believe Me (At $3,000 Raised)

Wow guess who announced this buy guys? yeah @wheezy did and this time he said two tracks would ran, a wanted 2021 and unherad pre-2020.","$4,500","Mar 19, 2025","Mar 23, 2025",Blind,Completed,N/A
2025,,Eternal Atake [V1],"🥉 Protection
(prod. Bugz Ronin)
(Pop, Taking My Medication)","- Main Song (Blind) -
Protection (Pop, Taking My Medication)

- Bonuses -
Loose (Out The Roof, Average Dude) (At $1,000 Raised)
Spaz (Behind My Back) (At $2,000 Raised)

@wheezy announced that another groupbuy would be ran, this one is a Eternal Atake era song, likely from 2018 sessions. Song turned out to be Taking My Medication, which was the last song to leak from the original chris lineup.","$2,000","Mar 17, 2025","Mar 19, 2025",Blind,Completed,N/A
2025,,Forever Young,"🥉 King Von
(prod. Brandon Finessin & Shaun Go Brazy)
(Sasuke 2)","- Main Song (Blind) -
King Von (Sasuke 2)

Once again announced by @wheezy, said to be highly wanted and has been previewed.","$2,500","Mar 14, 2025","Mar 17, 2025",Blind,Completed,N/A
2025,,Lil Uzi Vert vs. The World 2 [V1],"No More
(prod. Bugz Ronnin)
(Fords)","- Main Song (Blind) -
No More (Fords)

- Bonuses -
Insurgent

@wheezy put up a poll voting for what songs would be ran next. It was decided that another 3 pack of songs would be ran. Due to the insane amount of songs that leaked on Mar 11-12, the groupbuy songs have been changed (Take My Cake was one of them). Later got changed down to one song with a bonus song due to the insane amount of leaks.","$2,000","Mar 11, 2025","Mar 13, 2025",Blind,Completed,N/A
2025,,Multiple Eras,x3 Blind Pack,"- Main Songs (Blind) -
Jamaican Song (Super Gas, Do That) (2017)
Roadrunner (Backzone) (2020)
Necessary (Unnecessary) (2021)

@wheezy announced that yet another pack of songs are up to buy, this time only three. Little did we know, this buy would include the largest grail in Uzi com history.","$8,000","Mar 10, 2025","Mar 11, 2025",Blind,Completed,N/A
2025,,Multiple Eras,x4 Blind Pack,"- Main Songs (Blind) -
Hey You (Excuse My French, Emeralds, You Over There) (2020)
 Okay Okay (Opps To Me) (2019)
TLC (See Me) (2022)
Twerk (Elliante, Hermes) (2018)

@wheezy announced that another pack of songs would be ran, this time they would be a different 'variety' than the last bundle. It was decided quickly after the group started that another song would be added, and the price would be bumped from $7.5k to $10k.","$10,000","Mar 9, 2025","Mar 10, 2025",Blind,Completed,N/A
2025,,Multiple Eras,x5 Blind Pack,"- Main Songs (Blind) -
Old Me (Stoner) (2021)
Our Year (Chilly) (2018)
Miami (Can't Stand Me) (2021)
Slatt (Snakes) (2018)
Why Would I Lie (2017)

- Bonuses -
Balmain and Michael (Samurai) (Uncut) (At $9,000 Raised)

@wheezy announced that he would be running a 4 song pack for 15k that includes songs that are previewed and 'HIGHLY' wanted by the community. It was later decided on the 4th that another song would be added making it a pack of 5 songs. Chilly and Miami leaked after $6k was raised, the other ones will leak","$15,000","Mar 5, 2025","Mar 6, 2025 (Our Year & Miami)

Mar 9, 2025 (Old Me, Slat & Why Would I Lie)",Blind,Completed,N/A
2025,,Luv Is Rage 2 [V2],"🥉 My Bad
(prod. DJ Spinz)
(Yeah, House Retarded)","- Main Songs (Blind) -
My Bad (Yeah, House Retarded)
Unheard 2020+ song with a goated producer

@okayverycool announced he would be running a previewed 2017 grail song alongside an unheard 2020+ with a goated producer. The 2020+ song was later removed from the buy since it was stalling too much.","$8,000","Feb 26, 2025","Mar 5, 2025",Blind,Completed,N/A
2025,,Luv Is Rage 2 [V2],"Don't Want You Back
(prod. DJ Spinz)
(Kill My Mood)","- Main Song (Blind) -
Don't Want You Back (Kill My Mood)

- Bonuses -
Pistol Go (w/ BKTHERULA) [V2]

Groupbuy announced by @okayverycool, claimed to be a great previewed 2017 era song. Song was revealed to be Kill My Mood at $3k raised.","$3,300","Feb 23, 2025","Feb 26, 2025",Blind,Completed,N/A
2025,,Multiple Eras,x2 Completed Pre-2020,"- Main Songs (Blind) -
Can't See What's In It (2017)
Malcolm In The Middle (2016)

Groupbuy announced by @okayverycool, said to be two completed pre 2020 era songs (seller larped about malcolm being finished). The name of each song was revealed once $3k was raised.","$4,500","Feb 18, 2025","Feb 23, 2025",Blind,Completed,N/A
2025,,Eternal Atake [V1],"🥉 Check Up
(prod. Pi'erre Bourne)
(Pippen, On The Road)","- Main Song -
Check Up (Pippen, On The Road)

Said to be ""Hard af"" and wanted by the community by @okayverycool.","$4,000","Feb 7, 2025","Feb 13, 2025",Blind,Completed,N/A
2025,,Multiple Eras,x2 Blind + A Bajillion Free Songs,"- Main Song -
x2 Blind Songs

- Bonuses -
Bajillion Free Songs + OG files


One track is from somewhere between 2016 - 2019, other song has no timeframe. Shit ton of files leaked around the time of this GB. Unknown if those songs were actually meant for this buy since so many files leaked.","$2,500","Feb 5, 2025",-,Blind,Force Leaked,N/A
2025,,Multiple Eras,'Watchu Was On' & 'Goofy' Pack,"- Main Songs -
Goofy (Big Opium)
Watchu Was On (Money To Me)

@okayverycool announced that they would be running two songs (Watchu Was On & Goofy) for the next groupbuy as soon as the previous one finished. It has been stated that the buy will not open right away to let holders and donors recover from all the buys. CDQ snippets for both tracks were posted on Feb 2, 2025 to encourage more donations once Hermes finished. The groupbuy was later lowered to $9k after Hermes was cancelled. Goofy was forceleaked on Feb 4, 2025 resulting in the groupbuy being lowered to $5k for Watchu Was On only.","$5,000","Feb 3, 2025","Feb 4, 2025",Normal,Completed,N/A
2025,,Eternal Atake [V1],"🥉 Hermés
(prod. Bugz Ronin)
(Elliante, Hermes)","- Main Song -
Hermes

It was announced while soul and okayverycool were beefing about the x2 gb above's price that a groupbuy for a wanted 2018 song would be opened. The song was blind until it was revealed later in the groupbuy. The groupbuy was cancelled following drama with Soul and community members / sellers, and the funds were moved to the Goofy pack.","$2,000","Feb 2, 2025",-,Blind,Cancelled,N/A
2025,,Eternal Atake [V1],"🥉 Who Wanna Race
(prod. Harper)","- Main Song -
Who Wanna Race

- Bonuses -
Safe House [V1]

Who knew? they decided to open another groupbuy and this time it was advertised as a ""Pre-2023 grail"". Song was revealed later on in the buy.","$6,500","Jan 30, 2025","Feb 1, 2025",Normal,Completed,N/A
2025,,Lil Uzi Vert vs. The World 2 [V1],"🏆 Masters
(prod. Bugz Ronin)
(Coughing, Tennis Chain, Dark Forest)","- Main Songs -
Masters (Coughing, Tennis Chain, Dark Forest)

- Bonuses -
King Cobra (HITTIN MY SHOULDER OG File)
Look (OG File) (Was already out lol)
No Bankrupt [V2] (feat. BlocBoy JB)

Yet another groupbuy was announced, this one is advertised as 'Pre 2020' grail. Buy started blind but was revealed at $4k raised.","$6,000","Jan 29, 2025","Jan 29, 2025",Normal,Completed,N/A
2025,,Multiple Eras,x2 Blind Tracks,"- Main Songs -
Addicted to the Bag (Lambo Swag)
On The Low (Cupid, 1600)

- Bonuses -
Beat It Up (OG File) (At $3,200 Raised)
200 My Dash [V2] (At $5,000 Raised)

It was announced that yet another groupbuy would be started for $8k for two tracks. However, the price was later lowered by $1k and later on by another $1k since the buy finished fast. The buy started off blind, but the two tracks were revealed at $4k raised.","$6,000","Jan 28, 2025","Jan 28, 2025",Normal,Completed,N/A
2025,,Lil Uzi Vert vs. The World 2 [V1],"🥉 Voilà
(prod. Forza & Oogie Mane)
(Hit The Wraith, Too Fly)","- Main Song (Blind) -
Voilà (Hit The Wraith, Too Fly)

Another groupbuy was decided to be ran right after the previous one finished. It was advertised at 2018 or earlier, and the buy finished in around 8 hours.","$8,000","Jan 28, 2025","Jan 28, 2025",Blind,Completed,N/A
2025,,Luv Is Rage 2 [V2],"🏆 Beat It and Delete It
(prod. Lyle Leduff)
(Ginseng)","- Main Songs -
Beat It and Delete It

- Bonuses -
Same Drugs (At $3,000 Raised)

It was quickly decided that another song would be ran after Audi and the seller instantly posted a new snippet of the song whilst confirming it was the song being ran.","$6,000","Jan 27, 2025","Jan 28, 2025",Normal,Completed,N/A
2025,,Eternal Atake [V3],"🏆 Audi [V2]
(prod. Oogie Mane, FaxOnlyBeats & Clibbbo)","- Main Song (Blind) -
Audi [V2]

- Bonuses -
A Lot To Lose (Memories) (OG File #2) (At $1,500 Raised)
Heartbeat [V1] (At $2,500 Raised)


@ungodly announced that a song from 2015-2020 that is previewed & heavily wanted by the com will be ran.","$3,500","Jan 25, 2025","Jan 26, 2025",Blind,Completed,N/A
2024,,Pink Tape [V3],🥉 x2 2023 Pink Tape Era,"- Main Songs -
Leave my Heart Home (Around The World)
Braces (Dogged Out)

- Bonuses -
See You Later (Pull Off) (320 kb/s file) (At $5,000 Raised)

@vaultofuzi agreed to set up a GB for $15,000 for Around The World and Dogged Out. The first song (Dogged Out) will leak at $10k raised, while the other will leaked once the last $5k is finished.
Yet another successful scam","$15,000","Dec 16, 2024","Dec 28, 2024 (Braces)

Jan 12, 2025 (Leave my Heart Home)",Normal,Completed,N/A
2024,,Pink Tape [V3],"She A Freak
(prod. Brandon Finessin & Bugz Ronin)","- Main Song (Blind) -
She A Freak

@wheezy has returned to groupbuys and was offering x2 unheard post 2020 songs for $5,000 with a bonus third at $1,000. However, the buy didn't hit $1,000 by 8PM so it was lowered to one song.","$1,000","Dec 8, 2024","Dec 9, 2024",Blind,Completed,N/A
2024,,Pink Tape [V3],"🏆 Got Bands
(prod. 1wakeupp & Bugz Ronin)
(That's The Plan)","- Main Song -
Got Bands (That's The Plan)

- Bonuses -
Strong Survive [V1]
Strong Survive [V2] (Untagged)


@vaultofuzi talked with GOATs from the Uzi Hub server and worked to start a $10k groupbuy for That's The Plan.
Poor dudes got gaslit into spending 5 figures on this","$10,000","Nov 29, 2024","Dec 3, 2024",Normal,Completed,N/A
2024,,Multiple Eras,x6 Blind Pack,"- Main Songs (Blind) -
Awesome
Balenciaga
Got a Lambo
Hundreds
In The Booth
I Was The One

- Bonuses -
Homixide Gang - Rockstar Trapper Shit (At $7,000 Raised)
G Herbo - Freestyle (At $8,200 Raised)
Keep Trying (feat. Bslime) (At $9,000 Raised)
Destroy Lonely - Let's Slide (Snippet) (At $10,000 Raised)
Destroy Lonely - Ten Toes (At $10,500 Raised)
Let's Go (OG File + Uncut) (At $11,000 Raised)
Warrior (V1) (At $11,000 Raised)
Hunnid (OG File + Uncut) (At $16,000 Raised)
x18 OG Files

@wheezy once again annouced that the previous pack was cancelled as seller wanted more money even after agreeing on the price from before. This pack will be cheaper than the previous one. Buy originally finished on the 25th, but Bitcoin had a huge drop resulting in another ~800 to be raised for funds which was finished again later in the day on the 26th.
Possibly the biggest scam price-wise in Uzi GB History alongside Vetements Jeans and the following 2023 deep-voice GBs","$20,000","Nov 18, 2024","Nov 26, 2024",Blind,Completed,N/A
Unknown,,Multiple Eras,x? Blind Pack,"- Main Songs (Blind) -
???

@wheezy announced that he is in the works of getting a pack of songs likely including grails to be run. Seller claims he is waiting for bitcoin to go back up so he can earn sufficient funds from bitcoin donations. Funds from Samurai GB were transferred over to this buy due to the scam, buy would've been $25,000.","$30,000",N/A,N/A,Blind,Cancelled,N/A
2024,,Lil Uzi Vert vs. The World 2 [V1],"🥉 Balmain and Michael
(prod. Bugz Ronin)
(Samurai)","- Main Song (Blind) -
Balmain and Michael (Samurai)


@wheezy announced he was going to run a previewed peak 2018 Bugz Ronin produced song. This was the worst GB I have ever seen.","$5,000","Nov 14, 2024","Nov 15, 2024",Blind,Completed,N/A
2024,,Luv Is Rage 3 [V2],"Did Enough
(prod. Wheezy & Taurus)","- Main Song (Blind) -
Did Enough

-Bonuses-
Bi Friend (Judge Me)


@wheezy said he will run another unheard 2023 GB while waiting for Swag Disease seller to put up more songs.","$2,000","Nov 11, 2024","Nov 12, 2024",Blind,Completed,N/A
2024,,Luv Is Rage 2 [V2],"🏆 Swag Disease
(w/ Playboi Carti) (prod. DP Beats)
(1600 Block, 400 Degrees)","- Main Song -
Swag Disease


@wheezy announced that he has the option to run a GB for Swag Disease for $8k. However, it was forceleaked for free not even a day after the buy started to try to get seller to sell more songs.","$8,000","Nov 2, 2024","Nov 2, 2024",Normal,Force Leaked,N/A
2024,,Barter 16,"✨ Stay Down
(prod. Zaytoven)","- Main Song (Blind) -
Stay Down

-Bonuses-
Alright
Barter [V2]

@travGBmod1 claims he has a confirmed scrapped tracklist song from EA2.","$2,500","Oct 22, 2024","Oct 23, 2024",Blind,Completed,N/A
2024,,Pink Tape [V3],"All Yours
(prod. Wheezy & Dez Wright))","- Main Song (Blind) -
All Yours

@wheezy claims he has a song with solo uzi on a released popular song beat.","$2,500","Oct 21, 2024","Oct 21, 2024",Blind,Completed,N/A
2024,,Barter 16,"Drill Shit
(feat. Ken Carson) (prod. Chi Chi, RAFMADE, ‎xgiannii & ​madd maks)","- Main Song (Blind) -
Drill Shit (feat. Ken Carson)

Ken hub admins claim they are selling a Ken carson track with an Uzi feat from 2023 that is over 3 Min long.","$2,700","Oct 21, 2024","Oct 22, 2024",Blind,Completed,N/A
2024,,Barter 16,"Blow da Whistle
(prod. Lyle Leduff, Starborn & R.L. Beats)
(McWhistle)","- Main Song (Blind) -
Blow da Whistle

- Bonuses -
Got That Swag (MEGO Of Course) (feat. MEGO)

@wheezy claims they got something 'even better' to run, claims he dont know the era but ""shit sounds old"".","$1,500","Oct 19, 2024","Oct 21, 2024",Blind,Completed,N/A
2024,,Barter 16,"Back on The Road
(prod. Keys & Titi)","- Main Song (Blind) -
Back on The Road

@wheezy claims they have an offer for an unheard 2023 era song for $1,000.","$1,000","Oct 18, 2024","Oct 19, 2024",Blind,Completed,N/A
2024,,Pink Tape [V3],"✨ Backstroke
(prod. TM88, Slo Meezy & C$D Sid)
(Red Eye)","- Main Song (Blind) -
Backstroke (Red Eye)

 @wheezy claims they have an offer for another 2022 unheard song for $2,500.","$2,500","Oct 11, 2024","Oct 12, 2024",Blind,Completed,N/A
2024,,Multiple Eras,x8 Blind Pack,"- Main Songs (Blind) -
10's
Gonna Stay This Way (Block Is Hot/20 Bands Uncut)
Mission
Swag
Ken Carson - Rage (feat. Lil Uzi Vert)

- Bonuses -
Renegade
Certified Trapper - Trapper of The Year (feat. Lil Uzi Vert) [OG Quality]

Wheezy claims he will be opening a GB very soon for a pack of songs. Not B16 songs in honor of URU getting smoked. Idk what 8th song was
Yet another letdown from Wheezy","$8,000","Oct 8, 2024","Oct 9, 2024",Blind,Completed,N/A
2024,,Pink Tape [V3],"🏆 Lil Boat
(prod. Brandon Finessin & Pruduca)","- Main Song (Blind) -
Lil Boat

- Bonuses - 
Pistol Go (w/ BKTHERULA) (At $1,000 Raised)

 Seller claims they have an OG file 2022 Pink Tape era song for $3,000.","$3,000","Sep 27, 2024","Sep 28, 2024",Blind,Completed,N/A
2024,,Pink Tape [V3],"Digits
(prod. Brandon Finessin, Only1Shredder & Rude Dolph)","- Main Song (Blind) -
Digits

- Bonuses -
Glock In My Purse OG

 Seller claims they have a Pink Tape scrapped tracklist song that is finished for $2,500.","$2,500","Sep 12, 2024","Sep 13, 2024",Blind,Completed,N/A
2024,,Lil Uzi Vert vs. The World 2 [V1],"🥉 Rollie
(prod. Oogie Mane)
(Captain)","- Main Song (Blind) -
Rollie (Captain)

 Seller claims they have a slightly wanted previewed 2018 song in lames quality that is 2:40+ in length.","$1,500","Sep 10, 2024","Sep 10, 2024",Blind,Completed,N/A
Unknown,,Pink Tape [V3],"???
(prod. ???)","- Main Song (Blind) -
Unheard Pink Tape Era song

Seller was offering an unheard Pink Tape era song (Unknown what era). However, the seller backed out on September 8th for unknown reasons.",-,-,-,Blind,Cancelled,N/A
2024,,Delta Pink Tape [V1],"🏆 Cartier
(prod. Oogie Mane & Don Cannon)
(Bands With Us)","- Main Song (Blind) -
Cartier (Bands With Us)

Seller claims the song is highly wanted by the community.","$5,000","Aug 22, 2024","Aug 25, 2024",Blind,Completed,N/A
2024,,Luv Is Rage 2 [V2],"🏆 This That [V2]
(prod. Don Cannon)
(Remember)","- Main Song (Blind) -
This That (Remember) [V1]

- Bonuses -
3D Wrist (OG File)
Can't Fail (Roadster, Breathe In) (Uncut Higher Quality)
Close (Keep It Close) (Uncut OG File)
Crush Em [V2]
Mars [V1]
Not In Love (Shoulder Shrug) (OG File)
This That [V2] (fake edit with faster tempo)
Lotta Cash Desto - Hop Out (feat. Lil Uzi Vert)

Seller claims song is a top 3 2016-2019 grail.
Leaked files ended up being the non-grail version and a fake sped up edit of the same version to match the snippet for 'compensation'.","$6,000","Aug 6, 2024","Aug 6, 2024",Blind,Completed,N/A
2024,,Eternal Atake [V1],"Beat It Up
(prod. Supah Mario)
(Eat It Up)","- Main Song (Blind) -
Beat It Up (Eat It Up)

Seller claims song is a previewed pre 2020 era.","$1,750","Aug 5, 2024","Aug 5, 2024",Blind,Completed,N/A
2024,,Multiple Eras,x11 Blind Pack,"- Main Songs (Blind) -
Bulletproof Range
Fucking The Bank
It's Surreal
Mobster (feat. Lil Duke & Lil Keed) 
Move
Notice
Shut It
Still Actin
Tryna Get Richer
Lil 1 DTE - My Slatt

- Bonuses -
Dasani (OG File)
Keys (Uncut OG File)
Take A Trip (Uncut OG File)

Community claims there was supposed to be more and also more previewed songs but Uru was being a complete retard and ruined it (this is likely only partially true, Uzi Hub staff and coordinators are notorious for fleecing GBs with cut and degraded files). 11th song seemingly unknown.","$5,000","Jul 31, 2024","Aug 1, 2024",Blind,Completed,N/A
2024,,Eternal Atake [V1],"Can't Fail
(prod. Forza)
(Roadster, Breathe In)","- Main Song (Blind) -
Can't Fail (Roadster, Breathe In)

@claping claims they have a good friend offering a previewed 2016-2019 song.","$2,500","Jul 10, 2024","Jul 11, 2024",Blind,Completed,N/A
Unknown,,Pink Tape [V3],"🏆 Playboi Carti - MENAGE
(feat. Lil Uzi Vert) (prod. F1lthy)
(Minaj)","- Main Song -
MENAGE (feat. Lil Uzi Vert)

Song has a planned GB for 15k, however the holders (Shogani via Pop) leaked the song for free before the buy started.","$15,000",-,-,Normal,Force Leaked,N/A
2023,,Luv Is Rage 2 [V2],"🏆 Woke Up On Mars [V2]
(prod. DJ Spinz)","- Main Song (Blind) -
Woke Up On Mars (OG, solo Uzi)

By popular demand, the song ran will be a mystery song from either of these years: 2016, 2017, 2018 or 2019.","$2,000","Sep 25, 2023","Sep 25, 2023",Blind,Completed,N/A
2023,,Pink Tape [V3],"🥉 For Me
(prod. Akachi & 808 Demon)
(City Girl, Satan)","- Main Song -
For Me (City Girl, Satan)

A groupbuy for $2k was announced for City Girl Satan in a lineup alongside other tracks.","$2,000","Sep 23, 2023","Sep 24, 2023",Normal,Completed,N/A
2023,,Eternal Atake [V2],"Wed And Thurs
(prod. Bugz Ronin & Kado)
(Wednesday And Thursday, Lames)","- Main Song (Blind) -
Wed And Thurs (Wednesday And Thursday, Lames)

Blind","$2,000","Sep 22, 2023","Sep 23, 2023",Blind,Completed,
2023,,Eternal Atake [V1],"🥉 Let's Go
(prod. TM88)
(Blue Cheese, All On My Wrist, Atake Intro Pt. 1)","- Main Song (Blind) -
Let's Go (Blue Cheese, All On My Wrist, Atake Intro Pt. 1)

Blind","$4,000","Sep 20, 2023","Sep 21, 2023",Blind,Completed,
2023,,Pink Tape [V3],"🥉 Upside Down Crosses
(with NAV) (prod. Pro Logic)",,"$1,500","Sep 17, 2023","Sep 20, 2023",Normal,Completed,
2023,,Pink Tape [V2],"🏆 Margiela
(prod. Bugz Ronin & Akachi)
(Umbrella)","- Main Song -
Margiela (Umbrella)

Buy finished in 15 minutes","$1,000","Aug 26, 2023","Aug 26, 2023",Normal,Completed,
2023,,Luv Is Rage 2 [V2],"🏆 Just Keep Her
(prod. Bass Kids)
(I'ma Keep Ballin')","- Main Song (Blind) -
Just Keep Her (I'ma Keep Ballin')

- Bonus -
Near It

Blind","$3,500","Aug 25, 2023","Aug 26, 2023",Blind,Completed,
Unknown,,Luv Is Rage 2 [V1],"Rags To Riches
(prod. DP Beats)
(Drip)",,"$1,800",,,Normal,Completed,
Unknown,,Luv Is Rage 2 [V1],"🏆 3D Wrist [V1]
(prod. DP Beats)
(My Wrist, CD Wrist, 3D My Wrist, CD My Wrist)",,"$2,000",,,Normal,Force Leaked,
Unknown,,Luv Is Rage 2 [V2],"🏆 I Get It [V1]
(prod. Don Cannon & Ike Beatz)
(Throw Some In It, In It)",,"$4,500",,,Normal,Completed,
Unknown,,Luv Is Rage 2 [V2],"🏆 Up The Opps
(prod. DY Krazy & TrePounds)
(Up The Opp)",,"$7,500",,,Normal,Force Leaked,
Unknown,,Lil Uzi Vert vs. The World 2 [V1],"🏆 Oct. 17 (Freestyle) [V1]
(prod. Honorable C.N.O.T.E.)
(October 2017 Freestyle, Stevie Wonder, Jeans Up)",,"$7,000",,,Normal,Completed,
Unknown,,Pluto x Baby Pluto,"🏆 Astronauts
(prod. DJ ESCO)
(Another Planet, So Far Gone Outta Space)",,"$2,000",,,Normal,Cancelled,
Unknown,,Super geeky,"🥉 Sleep monëy
(prod. Trgc & InfinityOZ)
(Sleep Money, Insanë)",,"$2,900",,,Normal,Completed,
Unknown,,Barter 16,x3 Barter 16 Pack,"- Main Songs (Blind) -
Thigh Pads
Jet
Playing Games","$2,500",,,Normal,Completed,
Unknown,,Eternal Atake [V1],"Nipples [V2]
(with Young Thug) (prod. Wheezy & DY Krazy)
(Brothers)","- Main Song (Blind) -
Nipples (Brothers)

- Bonus -
Guaranteed","$1,000",,,Normal,Completed,
Unknown,,Multiple Eras,In A Hurry + Add It Up,"- Main Songs (Blind) -
Thigh Pads
Jet
Playing Games","$2,000",,,Normal,Force Leaked,
Unknown,,Luv Is Rage 2 [V1],"🏆 Pockets Stuffed
(prod. Bugz Ronin, Hector Chaparro & K RICH)
(Dirty Diana)","- Main Song -
Pockets Stuffed (Dirty Diana)

Seller lied about owning the song which caused the GB to be cancelled.","$1,000",,,Normal,Cancelled,
2023,,Luv Is Rage 2 [V2],"🏆 On The Low
(prod. Don Cannon & DP Beats)
(Cupid, 1600)","- Main Song -
On The Low (Cupid, 1600)

Canceled due to lack of interest.","$5,000","Jul 8, 2023","Jul 18, 2023",Normal,Cancelled,
2023,,Eternal Atake [V3],"🏆 Cap A Lot [V3]
(prod. araabMUZIK)
(Came In With A .30, Thirty, Wanna Do Me)","- Main Song -
Cap A Lot (Came In With A .30, Wanna Do Me)","$2,800","Jun 22, 2023","Jun 25, 2023",Normal,Completed,
